# z	phi_prime_sq	E2	dE2_dz
1.294427485497099406e+00 2.905208090301825315e-03 4.265635111411523184e+00 4.719011985063772840e+00
1.295027405481096183e+00 2.902522044237616870e-03 4.268466876835958601e+00 4.721465182702169194e+00
1.295627325465092960e+00 2.899837338844792663e-03 4.271300114170299977e+00 4.723919005825752748e+00
1.296227245449089738e+00 2.897153978897884161e-03 4.274134823789800919e+00 4.726373454473433711e+00
1.296827165433086515e+00 2.894471969146173058e-03 4.276971006069737236e+00 4.728828528684066335e+00
1.297427085417083292e+00 2.891791314312956631e-03 4.279808661385407831e+00 4.731284228496440925e+00
1.298027005401080070e+00 2.889112019095992252e-03 4.282647790112136477e+00 4.733740553949290053e+00
1.298626925385076847e+00 2.886434088167850846e-03 4.285488392625267373e+00 4.736197505081287673e+00
1.299226845369073846e+00 2.883757526175725200e-03 4.288330469300172254e+00 4.738655081931051782e+00
1.299826765353070623e+00 2.881082337741515832e-03 4.291174020512240617e+00 4.741113284537134653e+00
1.300426685337067401e+00 2.878408527461995357e-03 4.294019046636888604e+00 4.743572112938034380e+00
1.301026605321064178e+00 2.875736099908896091e-03 4.296865548049552785e+00 4.746031567172190435e+00
1.301626525305060955e+00 2.873065059628980740e-03 4.299713525125698155e+00 4.748491647277981897e+00
1.302226445289057732e+00 2.870395411144135208e-03 4.302562978240806579e+00 4.750952353293731001e+00
1.302826365273054510e+00 2.867727158951438853e-03 4.305413907770385684e+00 4.753413685257700472e+00
1.303426285257051287e+00 2.865060307523247321e-03 4.308266314089966187e+00 4.755875643208093528e+00
1.304026205241048064e+00 2.862394861307449717e-03 4.311120197575102786e+00 4.758338227183057434e+00
1.304626125225044841e+00 2.859730824727104315e-03 4.313975558601367943e+00 4.760801437220679944e+00
1.305226045209041841e+00 2.857068202181135917e-03 4.316832397544366096e+00 4.763265273358991969e+00
1.305825965193038618e+00 2.854406998043888723e-03 4.319690714779713225e+00 4.765729735635961362e+00
1.306425885177035395e+00 2.851747216665551348e-03 4.322550510683056402e+00 4.768194824089502681e+00
1.307025805161032173e+00 2.849088862372151608e-03 4.325411785630062234e+00 4.770660538757472757e+00
1.307625725145028950e+00 2.846431939465542647e-03 4.328274539996421311e+00 4.773126879677668910e+00
1.308225645129025727e+00 2.843776452223660978e-03 4.331138774157844651e+00 4.775593846887830729e+00
1.308825565113022504e+00 2.841122404900245889e-03 4.334004488490069917e+00 4.778061440425638295e+00
1.309425485097019282e+00 2.838469801725628742e-03 4.336871683368852537e+00 4.780529660328719288e+00
1.310025405081016059e+00 2.835818646906098500e-03 4.339740359169974582e+00 4.782998506634640101e+00
1.310625325065012836e+00 2.833168944624246070e-03 4.342610516269237664e+00 4.785467979380909398e+00
1.311225245049009835e+00 2.830520699039126495e-03 4.345482155042468264e+00 4.787938078604978109e+00
1.311825165033006613e+00 2.827873914286426361e-03 4.348355275865513292e+00 4.790408804344242100e+00
1.312425085017003390e+00 2.825228594478185803e-03 4.351229879114241861e+00 4.792880156636038613e+00
1.313025005001000167e+00 2.822584743703311118e-03 4.354105965164548842e+00 4.795352135517649828e+00
1.313624924984996944e+00 2.819942366027215676e-03 4.356983534392348645e+00 4.797824741026294859e+00
1.314224844968993722e+00 2.817301465492332967e-03 4.359862587173576998e+00 4.800297973199142199e+00
1.314824764952990499e+00 2.814662046118100985e-03 4.362743123884194496e+00 4.802771832073302605e+00
1.315424684936987276e+00 2.812024111900598804e-03 4.365625144900183052e+00 4.805246317685825552e+00
1.316024604920984054e+00 2.809387666813239169e-03 4.368508650597545895e+00 4.807721430073708113e+00
1.316624524904980831e+00 2.806752714806573339e-03 4.371393641352310233e+00 4.810197169273889628e+00
1.317224444888977830e+00 2.804119259808282843e-03 4.374280117540523705e+00 4.812673535323250817e+00
1.317824364872974607e+00 2.801487305723338213e-03 4.377168079538256151e+00 4.815150528258616447e+00
1.318424284856971385e+00 2.798856856434420951e-03 4.380057527721601396e+00 4.817628148116759768e+00
1.319024204840968162e+00 2.796227915801387503e-03 4.382948462466673689e+00 4.820106394934390970e+00
1.319624124824964939e+00 2.793600487661692094e-03 4.385840884149607710e+00 4.822585268748166953e+00
1.320224044808961716e+00 2.790974575830367649e-03 4.388734793146563007e+00 4.825064769594685998e+00
1.320823964792958494e+00 2.788350184100451233e-03 4.391630189833721332e+00 4.827544897510493982e+00
1.321423884776955271e+00 2.785727316242533457e-03 4.394527074587283977e+00 4.830025652532079050e+00
1.322023804760952048e+00 2.783105976005175678e-03 4.397425447783476216e+00 4.832507034695873394e+00
1.322623724744948825e+00 2.780486167114812855e-03 4.400325309798541973e+00 4.834989044038252359e+00
1.323223644728945825e+00 2.777867893275991207e-03 4.403226661008752707e+00 4.837471680595537116e+00
1.323823564712942602e+00 2.775251158171363874e-03 4.406129501790392311e+00 4.839954944403989323e+00
1.324423484696939379e+00 2.772635965461922505e-03 4.409033832519776652e+00 4.842438835499820904e+00
1.325023404680936157e+00 2.770022318786557504e-03 4.411939653573238473e+00 4.844923353919180720e+00
1.325623324664932934e+00 2.767410221762819575e-03 4.414846965327130057e+00 4.847408499698169670e+00
1.326223244648929711e+00 2.764799677986640430e-03 4.417755768157829444e+00 4.849894272872829148e+00
1.326823164632926488e+00 2.762190691032320213e-03 4.420666062441735100e+00 4.852380673479142814e+00
1.327423084616923266e+00 2.759583264453027967e-03 4.423577848555266812e+00 4.854867701553045478e+00
1.328023004600920043e+00 2.756977401780269510e-03 4.426491126874863902e+00 4.857355357130412443e+00
1.328622924584916820e+00 2.754373106524554433e-03 4.429405897776989676e+00 4.859843640247063057e+00
1.329222844568913819e+00 2.751770382174866143e-03 4.432322161638132307e+00 4.862332550938765152e+00
1.329822764552910597e+00 2.749169232199428613e-03 4.435239918834789741e+00 4.864822089241224390e+00
1.330422684536907374e+00 2.746569660045238871e-03 4.438159169743493671e+00 4.867312255190100245e+00
1.331022604520904151e+00 2.743971669138497212e-03 4.441079914740790890e+00 4.869803048820992686e+00
1.331622524504900928e+00 2.741375262884408141e-03 4.444002154203253063e+00 4.872294470169448388e+00
1.332222444488897706e+00 2.738780444667255395e-03 4.446925888507468727e+00 4.874786519270955409e+00
1.332822364472894483e+00 2.736187217850719403e-03 4.449851118030052177e+00 4.877279196160952957e+00
1.333422284456891260e+00 2.733595585778038611e-03 4.452777843147634584e+00 4.879772500874824281e+00
1.334022204440888038e+00 2.731005551771385851e-03 4.455706064236871988e+00 4.882266433447893128e+00
1.334622124424884815e+00 2.728417119132793382e-03 4.458635781674440857e+00 4.884760993915434391e+00
1.335222044408881814e+00 2.725830291143795103e-03 4.461566995837036309e+00 4.887256182312666120e+00
1.335821964392878591e+00 2.723245071065401399e-03 4.464499707101379222e+00 4.889751998674752187e+00
1.336421884376875369e+00 2.720661462138600911e-03 4.467433915844206460e+00 4.892248443036803174e+00
1.337021804360872146e+00 2.718079467583993207e-03 4.470369622442278867e+00 4.894745515433875482e+00
1.337621724344868923e+00 2.715499090602029042e-03 4.473306827272377717e+00 4.897243215900970448e+00
1.338221644328865700e+00 2.712920334373075410e-03 4.476245530711306486e+00 4.899741544473034338e+00
1.338821564312862478e+00 2.710343202057737769e-03 4.479185733135886416e+00 4.902240501184964572e+00
1.339421484296859255e+00 2.707767696796328349e-03 4.482127434922962728e+00 4.904740086071596394e+00
1.340021404280856032e+00 2.705193821709612079e-03 4.485070636449400183e+00 4.907240299167718867e+00
1.340621324264852809e+00 2.702621579898533376e-03 4.488015338092084860e+00 4.909741140508065094e+00
1.341221244248849809e+00 2.700050974444193150e-03 4.490961540227923265e+00 4.912242610127312226e+00
1.341821164232846586e+00 2.697482008408086471e-03 4.493909243233842332e+00 4.914744708060085898e+00
1.342421084216843363e+00 2.694914684832332846e-03 4.496858447486792087e+00 4.917247434340959344e+00
1.343021004200840141e+00 2.692349006739406039e-03 4.499809153363738545e+00 4.919750789004449842e+00
1.343620924184836918e+00 2.689784977132278921e-03 4.502761361241674365e+00 4.922254772085022267e+00
1.344220844168833695e+00 2.687222598994659390e-03 4.505715071497607305e+00 4.924759383617086428e+00
1.344820764152830472e+00 2.684661875291135657e-03 4.508670284508569104e+00 4.927264623635005947e+00
1.345420684136827250e+00 2.682102808966987158e-03 4.511627000651611930e+00 4.929770492173083163e+00
1.346020604120824027e+00 2.679545402947996341e-03 4.514585220303808377e+00 4.932276989265568901e+00
1.346620524104820804e+00 2.676989660141523321e-03 4.517544943842248806e+00 4.934784114946666023e+00
1.347220444088817803e+00 2.674435583435466786e-03 4.520506171644050220e+00 4.937291869250520548e+00
1.347820364072814581e+00 2.671883175698930996e-03 4.523468904086342057e+00 4.939800252211224318e+00
1.348420284056811358e+00 2.669332439782102183e-03 4.526433141546279515e+00 4.942309263862816771e+00
1.349020204040808135e+00 2.666783378516656648e-03 4.529398884401038217e+00 4.944818904239291157e+00
1.349620124024804912e+00 2.664235994714985335e-03 4.532366133027810662e+00 4.947329173374577671e+00
1.350220044008801690e+00 2.661690291171420284e-03 4.535334887803814219e+00 4.949840071302562095e+00
1.350819963992798467e+00 2.659146270661467450e-03 4.538305149106284020e+00 4.952351598057075144e+00
1.351419883976795244e+00 2.656603935941946777e-03 4.541276917312475625e+00 4.954863753671895132e+00
1.352019803960792022e+00 2.654063289751390758e-03 4.544250192799665022e+00 4.957376538180746195e+00
1.352619723944788799e+00 2.651524334809938176e-03 4.547224975945146852e+00 4.959889951617302728e+00
1.353219643928785798e+00 2.648987073819553985e-03 4.550201267126242399e+00 4.962403994015188502e+00
1.353819563912782575e+00 2.646451509463688869e-03 4.553179066720281831e+00 4.964918665407968668e+00
1.354419483896779353e+00 2.643917644407739378e-03 4.556158375104625513e+00 4.967433965829163078e+00
1.355019403880776130e+00 2.641385481299118616e-03 4.559139192656648021e+00 4.969949895312234744e+00
1.355619323864772907e+00 2.638855022766896288e-03 4.562121519753748800e+00 4.972466453890598714e+00
1.356219243848769684e+00 2.636326271422359015e-03 4.565105356773342393e+00 4.974983641597615858e+00
1.356819163832766462e+00 2.633799229858984313e-03 4.568090704092866439e+00 4.977501458466596418e+00
1.357419083816763239e+00 2.631273900652086710e-03 4.571077562089779001e+00 4.980019904530796460e+00
1.358019003800760016e+00 2.628750286359541558e-03 4.574065931141555019e+00 4.982538979823425862e+00
1.358618923784756793e+00 2.626228389521178316e-03 4.577055811625692527e+00 4.985058684377635885e+00
1.359218843768753793e+00 2.623708212659339126e-03 4.580047203919707322e+00 4.987579018226529826e+00
1.359818763752750570e+00 2.621189758279016298e-03 4.583040108401135626e+00 4.990099981403163021e+00
1.360418683736747347e+00 2.618673028867171855e-03 4.586034525447533206e+00 4.992621573940533075e+00
1.361018603720744125e+00 2.616158026893780110e-03 4.589030455436478029e+00 4.995143795871591408e+00
1.361618523704740902e+00 2.613644754811149818e-03 4.592027898745564052e+00 4.997666647229233483e+00
1.362218443688737679e+00 2.611133215054144922e-03 4.595026855752406547e+00 5.000190128046305915e+00
1.362818363672734456e+00 2.608623410040894919e-03 4.598027326834642103e+00 5.002714238355609133e+00
1.363418283656731234e+00 2.606115342171712399e-03 4.601029312369924185e+00 5.005238978189882282e+00
1.364018203640728011e+00 2.603609013830287828e-03 4.604032812735929348e+00 5.007764347581824538e+00
1.364618123624724788e+00 2.601104427382773185e-03 4.607037828310347471e+00 5.010290346564073793e+00
1.365218043608721787e+00 2.598601585178730855e-03 4.610044359470895969e+00 5.012816975169227973e+00
1.365817963592718565e+00 2.596100489550460123e-03 4.613052406595307353e+00 5.015344233429822829e+00
1.366417883576715342e+00 2.593601142813543176e-03 4.616061970061331898e+00 5.017872121378353256e+00
1.367017803560712119e+00 2.591103547266652984e-03 4.619073050246743861e+00 5.020400639047258196e+00
1.367617723544708896e+00 2.588607705191856446e-03 4.622085647529335262e+00 5.022929786468926849e+00
1.368217643528705674e+00 2.586113618854266570e-03 4.625099762286915883e+00 5.025459563675699570e+00
1.368817563512702451e+00 2.583621290502741141e-03 4.628115394897315937e+00 5.027989970699866085e+00
1.369417483496699228e+00 2.581130722369133750e-03 4.631132545738385176e+00 5.030521007573663717e+00
1.370017403480696006e+00 2.578641916668993322e-03 4.634151215187992889e+00 5.033052674329280052e+00
1.370617323464692783e+00 2.576154875601620060e-03 4.637171403624027910e+00 5.035584970998856491e+00
1.371217243448689782e+00 2.573669601349394109e-03 4.640193111424399497e+00 5.038117897614478480e+00
1.371817163432686559e+00 2.571186096079125169e-03 4.643216338967031120e+00 5.040651454208187054e+00
1.372417083416683337e+00 2.568704361940566273e-03 4.646241086629869343e+00 5.043185640811966408e+00
1.373017003400680114e+00 2.566224401067766867e-03 4.649267354790879381e+00 5.045720457457756325e+00
1.373616923384676891e+00 2.563746215578555868e-03 4.652295143828046875e+00 5.048255904177446851e+00
1.374216843368673668e+00 2.561269807574520409e-03 4.655324454119375233e+00 5.050791981002874742e+00
1.374816763352670446e+00 2.558795179141300745e-03 4.658355286042886512e+00 5.053328687965830568e+00
1.375416683336667223e+00 2.556322332348722522e-03 4.661387639976622310e+00 5.055866025098052496e+00
1.376016603320664000e+00 2.553851269250528768e-03 4.664421516298643766e+00 5.058403992431232510e+00
1.376616523304660777e+00 2.551381991884596728e-03 4.667456915387028893e+00 5.060942589997008412e+00
1.377216443288657777e+00 2.548914502273146466e-03 4.670493837619881461e+00 5.063481817826974485e+00
1.377816363272654554e+00 2.546448802422563058e-03 4.673532283375311458e+00 5.066021675952667280e+00
1.378416283256651331e+00 2.543984894323757847e-03 4.676572253031459958e+00 5.068562164405583381e+00
1.379016203240648109e+00 2.541522779951749939e-03 4.679613746966479582e+00 5.071103283217163415e+00
1.379616123224644886e+00 2.539062461266112462e-03 4.682656765558547818e+00 5.073645032418801826e+00
1.380216043208641663e+00 2.536603940211110478e-03 4.685701309185856367e+00 5.076187412041845093e+00
1.380815963192638440e+00 2.534147218715431232e-03 4.688747378226615581e+00 5.078730422117588184e+00
1.381415883176635218e+00 2.531692298692234024e-03 4.691794973059057128e+00 5.081274062677277215e+00
1.382015803160631995e+00 2.529239182039605578e-03 4.694844094061430440e+00 5.083818333752110341e+00
1.382615723144628772e+00 2.526787870640367483e-03 4.697894741612002711e+00 5.086363235373238645e+00
1.383215643128625771e+00 2.524338366361891448e-03 4.700946916089062455e+00 5.088908767571760805e+00
1.383815563112622549e+00 2.521890671056630558e-03 4.704000617870914169e+00 5.091454930378728427e+00
1.384415483096619326e+00 2.519444786561927160e-03 4.707055847335880117e+00 5.094001723825146044e+00
1.385015403080616103e+00 2.517000714700066630e-03 4.710112604862303876e+00 5.096549147941968450e+00
1.385615323064612880e+00 2.514558457278246589e-03 4.713170890828547677e+00 5.099097202760099812e+00
1.386215243048609658e+00 2.512118016088949000e-03 4.716230705612989738e+00 5.101645888310399890e+00
1.386815163032606435e+00 2.509679392909591918e-03 4.719292049594027816e+00 5.104195204623676041e+00
1.387415083016603212e+00 2.507242589502972283e-03 4.722354923150080097e+00 5.106745151730690324e+00
1.388015003000599989e+00 2.504807607617085506e-03 4.725419326659579866e+00 5.109295729662158614e+00
1.388614922984596767e+00 2.502374448985091645e-03 4.728485260500981724e+00 5.111846938448739941e+00
1.389214842968593544e+00 2.499943115325761658e-03 4.731552725052756259e+00 5.114398778121056033e+00
1.389814762952590543e+00 2.497513608343053266e-03 4.734621720693395375e+00 5.116951248709672662e+00
1.390414682936587321e+00 2.495085929726556778e-03 4.737692247801405188e+00 5.119504350245112967e+00
1.391014602920584098e+00 2.492660081151224036e-03 4.740764306755314017e+00 5.122058082757845021e+00
1.391614522904580875e+00 2.490236064277894477e-03 4.743837897933667946e+00 5.124612446278300482e+00
1.392214442888577652e+00 2.487813880752637666e-03 4.746913021715027270e+00 5.127167440836851497e+00
1.392814362872574430e+00 2.485393532207659691e-03 4.749989678477976263e+00 5.129723066463830250e+00
1.393414282856571207e+00 2.482975020260495217e-03 4.753067868601112522e+00 5.132279323189517406e+00
1.394014202840567984e+00 2.480558346514759056e-03 4.756147592463054075e+00 5.134836211044147447e+00
1.394614122824564761e+00 2.478143512559800952e-03 4.759228850442438485e+00 5.137393730057908670e+00
1.395214042808561539e+00 2.475730519970914187e-03 4.762311642917919308e+00 5.139951880260938744e+00
1.395813962792558538e+00 2.473319370309457008e-03 4.765395970268168746e+00 5.142510661683332707e+00
1.396413882776555315e+00 2.470910065122517828e-03 4.768481832871874992e+00 5.145070074355130529e+00
1.397013802760552093e+00 2.468502605943578322e-03 4.771569231107747555e+00 5.147630118306332214e+00
1.397613722744548870e+00 2.466096994292174722e-03 4.774658165354511041e+00 5.150190793566889802e+00
1.398213642728545647e+00 2.463693231673868330e-03 4.777748635990912263e+00 5.152752100166705596e+00
1.398813562712542424e+00 2.461291319580525671e-03 4.780840643395711353e+00 5.155314038135635712e+00
1.399413482696539202e+00 2.458891259490366635e-03 4.783934187947687100e+00 5.157876607503489197e+00
1.400013402680535979e+00 2.456493052867696029e-03 4.787029270025640493e+00 5.160439808300027131e+00
1.400613322664532756e+00 2.454096701163732339e-03 4.790125890008386733e+00 5.163003640554967966e+00
1.401213242648529533e+00 2.451702205815567328e-03 4.793224048274756122e+00 5.165568104297978635e+00
1.401813162632526533e+00 2.449309568247058991e-03 4.796323745203604716e+00 5.168133199558682556e+00
1.402413082616523310e+00 2.446918789868656775e-03 4.799424981173795679e+00 5.170698926366653403e+00
1.403013002600520087e+00 2.444529872077281455e-03 4.802527756564218819e+00 5.173265284751421333e+00
1.403612922584516864e+00 2.442142816256609190e-03 4.805632071753778156e+00 5.175832274742468542e+00
1.404212842568513642e+00 2.439757623776806980e-03 4.808737927121396361e+00 5.178399896369230149e+00
1.404812762552510419e+00 2.437374295994966349e-03 4.811845323046012091e+00 5.180968149661095090e+00
1.405412682536507196e+00 2.434992834254991884e-03 4.814954259906583545e+00 5.183537034647408781e+00
1.406012602520503973e+00 2.432613239887645475e-03 4.818064738082084908e+00 5.186106551357466010e+00
1.406612522504500751e+00 2.430235514210365468e-03 4.821176757951509906e+00 5.188676699820517157e+00
1.407212442488497528e+00 2.427859658527999152e-03 4.824290319893866474e+00 5.191247480065769970e+00
1.407812362472494527e+00 2.425485674131775803e-03 4.827405424288183866e+00 5.193818892122378905e+00
1.408412282456491305e+00 2.423113562300652397e-03 4.830522071513505544e+00 5.196390936019459339e+00
1.409012202440488082e+00 2.420743324300210757e-03 4.833640261948895400e+00 5.198963611786076022e+00
1.409612122424484859e+00 2.418374961383236519e-03 4.836759995973434201e+00 5.201536919451250185e+00
1.410212042408481636e+00 2.416008474789998420e-03 4.839881273966215147e+00 5.204110859043956872e+00
1.410811962392478414e+00 2.413643865747821995e-03 4.843004096306358086e+00 5.206685430593124941e+00
1.411411882376475191e+00 2.411281135471224010e-03 4.846128463372991746e+00 5.209260634127637069e+00
1.412011802360471968e+00 2.408920285162176149e-03 4.849254375545266171e+00 5.211836469676329742e+00
1.412611722344468745e+00 2.406561316010378659e-03 4.852381833202347394e+00 5.214412937268000370e+00
1.413211642328465523e+00 2.404204229192317098e-03 4.855510836723420098e+00 5.216990036931389518e+00
1.413811562312462522e+00 2.401849025872595036e-03 4.858641386487685843e+00 5.219567768695201337e+00
1.414411482296459299e+00 2.399495707202917941e-03 4.861773482874361285e+00 5.222146132588090239e+00
1.415011402280456076e+00 2.397144274322967478e-03 4.864907126262682624e+00 5.224725128638668892e+00
1.415611322264452854e+00 2.394794728359763564e-03 4.868042317031901156e+00 5.227304756875501113e+00
1.416211242248449631e+00 2.392447070428085475e-03 4.871179055561290383e+00 5.229885017327105423e+00
1.416811162232446408e+00 2.390101301630667002e-03 4.874317342230133576e+00 5.232465910021958599e+00
1.417411082216443186e+00 2.387757423057709424e-03 4.877457177417735323e+00 5.235047434988489456e+00
1.418011002200439963e+00 2.385415435787600555e-03 4.880598561503418864e+00 5.237629592255085065e+00
1.418610922184436740e+00 2.383075340886210008e-03 4.883741494866518096e+00 5.240212381850081869e+00
1.419210842168433517e+00 2.380737139407601739e-03 4.886885977886390897e+00 5.242795803801777232e+00
1.419810762152430517e+00 2.378400832393852329e-03 4.890032010942411134e+00 5.245379858138421447e+00
1.420410682136427294e+00 2.376066420874949504e-03 4.893179594413961553e+00 5.247964544888217731e+00
1.421010602120424071e+00 2.373733905868970380e-03 4.896328728680452436e+00 5.250549864079328444e+00
1.421610522104420848e+00 2.371403288381986052e-03 4.899479414121304721e+00 5.253135815739867098e+00
1.422210442088417626e+00 2.369074569408545581e-03 4.902631651115958888e+00 5.255722399897909014e+00
1.422810362072414403e+00 2.366747749931195043e-03 4.905785440043869627e+00 5.258309616581477997e+00
1.423410282056411180e+00 2.364422830920742940e-03 4.908940781284511168e+00 5.260897465818557883e+00
1.424010202040407957e+00 2.362099813336376430e-03 4.912097675217373727e+00 5.263485947637087214e+00
1.424610122024404735e+00 2.359778698125626628e-03 4.915256122221964397e+00 5.266075062064959234e+00
1.425210042008401512e+00 2.357459486224261491e-03 4.918416122677804481e+00 5.268664809130022775e+00
1.425809961992398511e+00 2.355142178556621918e-03 4.921577676964437487e+00 5.271255188860084928e+00
1.426409881976395289e+00 2.352826776035742747e-03 4.924740785461416692e+00 5.273846201282904822e+00
1.427009801960392066e+00 2.350513279562790273e-03 4.927905448548314915e+00 5.276437846426199840e+00
1.427609721944388843e+00 2.348201690027774350e-03 4.931071666604724513e+00 5.279030124317643846e+00
1.428209641928385620e+00 2.345892008309220095e-03 4.934239440010250277e+00 5.281623034984863629e+00
1.428809561912382398e+00 2.343584235274425061e-03 4.937408769144517429e+00 5.284216578455447788e+00
1.429409481896379175e+00 2.341278371779355588e-03 4.940579654387165398e+00 5.286810754756936070e+00
1.430009401880375952e+00 2.338974418668536646e-03 4.943752096117848716e+00 5.289405563916825592e+00
1.430609321864372729e+00 2.336672376775608684e-03 4.946926094716240563e+00 5.292001005962568172e+00
1.431209241848369507e+00 2.334372246922995862e-03 4.950101650562031885e+00 5.294597080921579213e+00
1.431809161832366506e+00 2.332074029921803269e-03 4.953278764034924286e+00 5.297193788821219940e+00
1.432409081816363283e+00 2.329777726572365096e-03 4.956457435514642462e+00 5.299791129688817826e+00
1.433009001800360060e+00 2.327483337663626209e-03 4.959637665380923544e+00 5.302389103551647942e+00
1.433608921784356838e+00 2.325190863973986086e-03 4.962819454013525089e+00 5.304987710436948944e+00
1.434208841768353615e+00 2.322900306270682565e-03 4.966002801792213539e+00 5.307586950371914192e+00
1.434808761752350392e+00 2.320611665309894184e-03 4.969187709096779315e+00 5.310186823383690857e+00
1.435408681736347170e+00 2.318324941837227211e-03 4.972374176307027049e+00 5.312787329499385258e+00
1.436008601720343947e+00 2.316040136587531762e-03 4.975562203802773809e+00 5.315388468746062856e+00
1.436608521704340724e+00 2.313757250284718785e-03 4.978751791963855311e+00 5.317990241150742037e+00
1.437208441688337501e+00 2.311476283641871084e-03 4.981942941170125039e+00 5.320592646740398557e+00
1.437808361672334501e+00 2.309197237361721670e-03 4.985135651801451573e+00 5.323195685541968203e+00
1.438408281656331278e+00 2.306920112136179746e-03 4.988329924237719482e+00 5.325799357582341464e+00
1.439008201640328055e+00 2.304644908646513290e-03 4.991525758858830208e+00 5.328403662888363534e+00
1.439608121624324832e+00 2.302371627563535965e-03 4.994723156044698520e+00 5.331008601486842302e+00
1.440208041608321610e+00 2.300100269547639218e-03 4.997922116175257834e+00 5.333614173404539471e+00
1.440807961592318387e+00 2.297830835248686893e-03 5.001122639630458444e+00 5.336220378668175890e+00
1.441407881576315164e+00 2.295563325305908110e-03 5.004324726790263966e+00 5.338827217304426220e+00
1.442007801560311941e+00 2.293297740348586387e-03 5.007528378034654892e+00 5.341434689339926045e+00
1.442607721544308719e+00 2.291034080995224802e-03 5.010733593743629477e+00 5.344042794801267426e+00
1.443207641528305496e+00 2.288772347854383868e-03 5.013940374297199298e+00 5.346651533714999793e+00
1.443807561512302495e+00 2.286512541524131619e-03 5.017148720075396362e+00 5.349260906107630831e+00
1.444407481496299273e+00 2.284254662592384057e-03 5.020358631458258891e+00 5.351870912005623815e+00
1.445007401480296050e+00 2.281998711636994918e-03 5.023570108825850866e+00 5.354481551435399389e+00
1.445607321464292827e+00 2.279744689225660266e-03 5.026783152558249590e+00 5.357092824423341781e+00
1.446207241448289604e+00 2.277492595915879461e-03 5.029997763035546576e+00 5.359704730995786370e+00
1.446807161432286382e+00 2.275242432255206691e-03 5.033213940637849326e+00 5.362317271179029454e+00
1.447407081416283159e+00 2.272994198780999876e-03 5.036431685745279552e+00 5.364930444999324699e+00
1.448007001400279936e+00 2.270747896021030419e-03 5.039650998737979393e+00 5.367544252482884914e+00
1.448606921384276713e+00 2.268503524492801893e-03 5.042871879996103424e+00 5.370158693655879389e+00
1.449206841368273491e+00 2.266261084703942962e-03 5.046094329899822206e+00 5.372773768544433892e+00
1.449806761352270490e+00 2.264020577152530897e-03 5.049318348829324954e+00 5.375389477174639552e+00
1.450406681336267267e+00 2.261782002326556424e-03 5.052543937164807986e+00 5.378005819572535096e+00
1.451006601320264044e+00 2.259545360704310561e-03 5.055771095286491601e+00 5.380622795764126387e+00
1.451606521304260822e+00 2.257310652754423216e-03 5.058999823574608534e+00 5.383240405775372217e+00
1.452206441288257599e+00 2.255077878935755203e-03 5.062230122409410171e+00 5.385858649632193185e+00
1.452806361272254376e+00 2.252847039697576052e-03 5.065461992171158556e+00 5.388477527360467256e+00
1.453406281256251154e+00 2.250618135479598263e-03 5.068695433240135273e+00 5.391097038986030654e+00
1.454006201240247931e+00 2.248391166711869761e-03 5.071930445996634340e+00 5.393717184534679632e+00
1.454606121224244708e+00 2.246166133814878410e-03 5.075167030820967540e+00 5.396337964032164258e+00
1.455206041208241485e+00 2.243943037199731556e-03 5.078405188093459088e+00 5.398959377504199075e+00
1.455805961192238485e+00 2.241721877268114393e-03 5.081644918194452742e+00 5.401581424976455992e+00
1.456405881176235262e+00 2.239502654412114328e-03 5.084886221504305581e+00 5.404204106474563396e+00
1.457005801160232039e+00 2.237285369014540594e-03 5.088129098403388895e+00 5.406827422024108820e+00
1.457605721144228816e+00 2.235070021449024006e-03 5.091373549272091736e+00 5.409451371650642493e+00
1.458205641128225594e+00 2.232856612079629679e-03 5.094619574490817371e+00 5.412075955379667569e+00
1.458805561112222371e+00 2.230645141261385252e-03 5.097867174439982385e+00 5.414701173236653453e+00
1.459405481096219148e+00 2.228435609339888841e-03 5.101116349500021130e+00 5.417327025247022476e+00
1.460005401080215925e+00 2.226228016651767005e-03 5.104367100051384831e+00 5.419953511436158777e+00
1.460605321064212703e+00 2.224022363524358163e-03 5.107619426474533597e+00 5.422580631829404751e+00
1.461205241048209480e+00 2.221818650275950244e-03 5.110873329149949740e+00 5.425208386452064602e+00
1.461805161032206479e+00 2.219616877215751637e-03 5.114128808458126230e+00 5.427836775329398122e+00
1.462405081016203257e+00 2.217417044643916774e-03 5.117385864779575577e+00 5.430465798486626916e+00
1.463005001000200034e+00 2.215219152851727411e-03 5.120644498494816510e+00 5.433095455948931729e+00
1.463604920984196811e+00 2.213023202121193640e-03 5.123904709984395289e+00 5.435725747741449787e+00
1.464204840968193588e+00 2.210829192725800255e-03 5.127166499628862617e+00 5.438356673889284565e+00
1.464804760952190366e+00 2.208637124929968554e-03 5.130429867808790512e+00 5.440988234417493352e+00
1.465404680936187143e+00 2.206446998989091898e-03 5.133694814904764314e+00 5.443620429351092582e+00
1.466004600920183920e+00 2.204258815150132896e-03 5.136961341297382688e+00 5.446253258715064050e+00
1.466604520904180697e+00 2.202072573651017544e-03 5.140229447367260285e+00 5.448886722534345139e+00
1.467204440888177475e+00 2.199888274720882431e-03 5.143499133495026854e+00 5.451520820833832381e+00
1.467804360872174474e+00 2.197705918580383517e-03 5.146770400061331685e+00 5.454155553638385889e+00
1.468404280856171251e+00 2.195525505441455003e-03 5.150043247446828509e+00 5.456790920972821368e+00
