# phi[M_Pl]	V[H0^2*Mpl^2]	V[GeV^4]	V[eV^4]
5.883852264659816117e-02 2.030599261096277530e+00 6.021135468788075607e-43 6.021135468788076232e-07
5.885038907026383243e-02 2.030622059378975663e+00 6.021203070284446584e-43 6.021203070284446333e-07
5.886225256037679043e-02 2.030644856495033679e+00 6.021270668321495742e-43 6.021270668321495761e-07
5.887411311781821227e-02 2.030667652442078364e+00 6.021338262892185596e-43 6.021338262892185673e-07
5.888597074346933746e-02 2.030690447217740058e+00 6.021405853989487425e-43 6.021405853989487811e-07
5.889782543821145411e-02 2.030713240819647325e+00 6.021473441606372507e-43 6.021473441606372862e-07
5.890967720292590581e-02 2.030736033245442940e+00 6.021541025735849559e-43 6.021541025735849628e-07
5.892152603849409170e-02 2.030758824492762571e+00 6.021608606370908179e-43 6.021608606370908910e-07
5.893337194579747335e-02 2.030781614559241888e+00 6.021676183504537171e-43 6.021676183504537276e-07
5.894521492571756088e-02 2.030804403442530770e+00 6.021743757129768349e-43 6.021743757129768939e-07
5.895705497913591997e-02 2.030827191140271992e+00 6.021811327239612821e-43 6.021811327239612701e-07
5.896889210693416483e-02 2.030849977650110105e+00 6.021878893827084080e-43 6.021878893827084774e-07
5.898072630999399296e-02 2.030872762969703871e+00 6.021946456885243416e-43 6.021946456885243725e-07
5.899255758919711573e-02 2.030895547096704945e+00 6.022014016407123441e-43 6.022014016407123765e-07
5.900438594542532084e-02 2.030918330028763208e+00 6.022081572385759954e-43 6.022081572385760166e-07
5.901621137956043761e-02 2.030941111763544527e+00 6.022149124814226988e-43 6.022149124814227376e-07
5.902803389248435784e-02 2.030963892298702334e+00 6.022216673685569899e-43 6.022216673685570195e-07
5.903985348507901493e-02 2.030986671631911378e+00 6.022284218992892990e-43 6.022284218992893774e-07
5.905167015822639781e-02 2.031009449760828645e+00 6.022351760729248786e-43 6.022351760729249267e-07
5.906348391280855092e-02 2.031032226683132436e+00 6.022419298887751945e-43 6.022419298887752414e-07
5.907529474970754646e-02 2.031055002396483289e+00 6.022486833461466941e-43 6.022486833461467074e-07
5.908710266980554682e-02 2.031077776898557730e+00 6.022554364443503651e-43 6.022554364443503693e-07
5.909890767398472827e-02 2.031100550187039389e+00 6.022621891826992663e-43 6.022621891826992833e-07
5.911070976312732955e-02 2.031123322259595909e+00 6.022689415605019959e-43 6.022689415605020588e-07
5.912250893811563102e-02 2.031146093113923357e+00 6.022756935770751969e-43 6.022756935770752461e-07
5.913430519983196854e-02 2.031168862747687598e+00 6.022824452317269100e-43 6.022824452317269251e-07
5.914609854915872655e-02 2.031191631158597133e+00 6.022891965237776019e-43 6.022891965237776696e-07
5.915788898697833115e-02 2.031214398344326710e+00 6.022959474525377026e-43 6.022959474525376771e-07
5.916967651417325696e-02 2.031237164302572396e+00 6.023026980173241740e-43 6.023026980173242390e-07
5.918146113162601335e-02 2.031259929031026701e+00 6.023094482174528628e-43 6.023094482174528468e-07
5.919324284021918597e-02 2.031282692527383915e+00 6.023161980522398547e-43 6.023161980522398391e-07
5.920502164083537439e-02 2.031305454789352538e+00 6.023229475210056959e-43 6.023229475210056837e-07
5.921679753435723365e-02 2.031328215814625082e+00 6.023296966230663924e-43 6.023296966230664014e-07
5.922857052166746739e-02 2.031350975600910047e+00 6.023364453577423313e-43 6.023364453577423543e-07
5.924034060364882087e-02 2.031373734145917709e+00 6.023431937243546163e-43 6.023431937243546454e-07
5.925210778118407406e-02 2.031396491447353014e+00 6.023499417222225194e-43 6.023499417222225779e-07
5.926387205515606243e-02 2.031419247502926240e+00 6.023566893506673833e-43 6.023566893506673606e-07
5.927563342644765615e-02 2.031442002310356543e+00 6.023634366090126220e-43 6.023634366090126379e-07
5.928739189594178088e-02 2.031464755867359528e+00 6.023701834965810917e-43 6.023701834965811010e-07
5.929914746452138313e-02 2.031487508171657907e+00 6.023769300126974011e-43 6.023769300126974529e-07
5.931090013306946490e-02 2.031510259220965509e+00 6.023836761566836896e-43 6.023836761566837496e-07
5.932264990246906289e-02 2.031533009013017477e+00 6.023904219278683893e-43 6.023904219278683998e-07
5.933439677360325543e-02 2.031555757545532970e+00 6.023971673255752327e-43 6.023971673255752595e-07
5.934614074735516248e-02 2.031578504816245356e+00 6.024039123491319350e-43 6.024039123491319963e-07
5.935788182460794565e-02 2.031601250822879123e+00 6.024106569978639014e-43 6.024106569978639484e-07
5.936962000624480124e-02 2.031623995563183627e+00 6.024174012711038654e-43 6.024174012711038657e-07
5.938135529314895328e-02 2.031646739034888682e+00 6.024241451681784271e-43 6.024241451681784628e-07
5.939308768620369522e-02 2.031669481235732988e+00 6.024308886884173726e-43 6.024308886884174190e-07
5.940481718629232744e-02 2.031692222163451689e+00 6.024376318311488154e-43 6.024376318311488255e-07
5.941654379429820582e-02 2.031714961815806575e+00 6.024443745957092328e-43 6.024443745957092436e-07
5.942826751110471400e-02 2.031737700190527462e+00 6.024511169814255435e-43 6.024511169814255999e-07
5.943998833759527034e-02 2.031760437285383247e+00 6.024578589876360567e-43 6.024578589876360440e-07
5.945170627465333479e-02 2.031783173098107298e+00 6.024646006136686469e-43 6.024646006136686669e-07
5.946342132316240203e-02 2.031805907626466734e+00 6.024713418588613048e-43 6.024713418588613007e-07
5.947513348400599448e-02 2.031828640868209135e+00 6.024780827225461266e-43 6.024780827225461658e-07
5.948684275806769700e-02 2.031851372821101620e+00 6.024848232040611029e-43 6.024848232040610941e-07
5.949854914623109448e-02 2.031874103482902427e+00 6.024915633027412773e-43 6.024915633027412707e-07
5.951025264937981341e-02 2.031896832851382229e+00 6.024983030179257555e-43 6.024983030179257982e-07
5.952195326839752887e-02 2.031919560924301038e+00 6.025050423489504572e-43 6.025050423489504967e-07
5.953365100416793676e-02 2.031942287699433081e+00 6.025117812951551253e-43 6.025117812951551042e-07
5.954534585757476073e-02 2.031965013174545476e+00 6.025185198558779100e-43 6.025185198558779820e-07
5.955703782950177300e-02 2.031987737347421330e+00 6.025252580304612624e-43 6.025252580304613032e-07
5.956872692083276660e-02 2.032010460215827763e+00 6.025319958182431733e-43 6.025319958182432174e-07
5.958041313245155540e-02 2.032033181777554987e+00 6.025387332185684836e-43 6.025387332185685445e-07
5.959209646524201570e-02 2.032055902030373673e+00 6.025454702307760601e-43 6.025454702307760696e-07
5.960377692008802381e-02 2.032078620972079364e+00 6.025522068542121777e-43 6.025522068542122007e-07
5.961545449787349765e-02 2.032101338600455165e+00 6.025589430882196061e-43 6.025589430882196405e-07
5.962712919948238988e-02 2.032124054913285960e+00 6.025656789321414341e-43 6.025656789321414088e-07
5.963880102579866699e-02 2.032146769908367290e+00 6.025724143853240955e-43 6.025724143853241257e-07
5.965046997770634407e-02 2.032169483583494696e+00 6.025791494471137856e-43 6.025791494471137759e-07
5.966213605608944315e-02 2.032192195936465495e+00 6.025858841168574959e-43 6.025858841168575087e-07
5.967379926183202093e-02 2.032214906965077006e+00 6.025926183939018994e-43 6.025926183939019440e-07
5.968545959581818966e-02 2.032237616667130098e+00 6.025993522775951029e-43 6.025993522775950783e-07
5.969711705893204767e-02 2.032260325040432747e+00 6.026060857672871250e-43 6.026060857672871315e-07
5.970877165205774190e-02 2.032283032082792928e+00 6.026128188623279044e-43 6.026128188623278998e-07
5.972042337607944007e-02 2.032305737792009737e+00 6.026195515620647514e-43 6.026195515620647443e-07
5.973207223188133075e-02 2.032328442165907134e+00 6.026262838658526232e-43 6.026262838658526496e-07
5.974371822034763718e-02 2.032351145202291320e+00 6.026330157730407416e-43 6.026330157730407765e-07
5.975536134236261038e-02 2.032373846898982706e+00 6.026397472829831875e-43 6.026397472829832626e-07
5.976700159881050828e-02 2.032396547253803476e+00 6.026464783950338825e-43 6.026464783950339275e-07
5.977863899057562352e-02 2.032419246264566937e+00 6.026532091085445976e-43 6.026532091085445793e-07
5.979027351854228345e-02 2.032441943929102379e+00 6.026599394228715642e-43 6.026599394228715789e-07
5.980190518359482926e-02 2.032464640245235543e+00 6.026666693373701377e-43 6.026666693373701223e-07
5.981353398661761606e-02 2.032487335210795720e+00 6.026733988513965498e-43 6.026733988513965705e-07
5.982515992849502667e-02 2.032510028823612203e+00 6.026801279643073505e-43 6.026801279643073901e-07
5.983678301011147865e-02 2.032532721081519611e+00 6.026868566754602848e-43 6.026868566754603184e-07
5.984840323235139647e-02 2.032555411982357896e+00 6.026935849842150096e-43 6.026935849842149986e-07
5.986002059609922543e-02 2.032578101523956349e+00 6.027003128899276766e-43 6.027003128899276855e-07
5.987163510223943164e-02 2.032600789704165578e+00 6.027070403919610491e-43 6.027070403919610928e-07
5.988324675165652977e-02 2.032623476520827310e+00 6.027137674896751024e-43 6.027137674896750753e-07
5.989485554523501371e-02 2.032646161971783272e+00 6.027204941824299712e-43 6.027204941824300173e-07
5.990646148385941894e-02 2.032668846054891176e+00 6.027272204695903304e-43 6.027272204695903264e-07
5.991806456841429485e-02 2.032691528767985645e+00 6.027339463505141640e-43 6.027339463505141633e-07
5.992966479978421857e-02 2.032714210108936825e+00 6.027406718245699704e-43 6.027406718245699593e-07
5.994126217885376723e-02 2.032736890075586444e+00 6.027473968911175654e-43 6.027473968911175690e-07
5.995285670650755266e-02 2.032759568665802874e+00 6.027541215495251290e-43 6.027541215495251059e-07
5.996444838363019364e-02 2.032782245877442051e+00 6.027608457991566192e-43 6.027608457991566601e-07
5.997603721110632280e-02 2.032804921708375900e+00 6.027675696393814104e-43 6.027675696393814037e-07
5.998762318982062136e-02 2.032827596156453254e+00 6.027742930695613102e-43 6.027742930695613092e-07
5.999920632065774279e-02 2.032850269219556694e+00 6.027810160890685606e-43 6.027810160890686193e-07
6.001078660450238911e-02 2.032872940895545710e+00 6.027877386972684738e-43 6.027877386972684828e-07
6.002236404223925542e-02 2.032895611182294004e+00 6.027944608935305837e-43 6.027944608935306013e-07
6.003393863475306458e-02 2.032918280077691264e+00 6.028011826772291238e-43 6.028011826772291233e-07
6.004551038292855331e-02 2.032940947579593427e+00 6.028079040477283708e-43 6.028079040477283507e-07
6.005707928765047221e-02 2.032963613685897286e+00 6.028146250044045495e-43 6.028146250044045494e-07
6.006864534980357190e-02 2.032986278394474766e+00 6.028213455466267955e-43 6.028213455466267859e-07
6.008020857027264461e-02 2.033008941703217332e+00 6.028280656737696610e-43 6.028280656737697381e-07
6.009176894994247564e-02 2.033031603610011118e+00 6.028347853852065829e-43 6.028347853852066016e-07
6.010332648969787112e-02 2.033054264112745813e+00 6.028415046803118743e-43 6.028415046803119485e-07
6.011488119042363715e-02 2.033076923209309328e+00 6.028482235584588926e-43 6.028482235584588684e-07
6.012643305300460761e-02 2.033099580897594905e+00 6.028549420190232253e-43 6.028549420190232040e-07
6.013798207832561638e-02 2.033122237175501112e+00 6.028616600613818143e-43 6.028616600613818567e-07
6.014952826727151813e-02 2.033144892040935403e+00 6.028683776849139908e-43 6.028683776849140572e-07
6.016107162072717451e-02 2.033167545491783912e+00 6.028750948889929530e-43 6.028750948889930011e-07
6.017261213957744020e-02 2.033190197525970078e+00 6.028818116730029708e-43 6.028818116730030014e-07
6.018414982470721847e-02 2.033212848141385365e+00 6.028885280363189945e-43 6.028885280363190536e-07
6.019568467700139175e-02 2.033235497335940778e+00 6.028952439783213911e-43 6.028952439783214472e-07
6.020721669734485637e-02 2.033258145107550874e+00 6.029019594983920409e-43 6.029019594983920599e-07
6.021874588662252253e-02 2.033280791454128433e+00 6.029086745959116295e-43 6.029086745959116048e-07
6.023027224571930738e-02 2.033303436373582684e+00 6.029153892702605236e-43 6.029153892702605832e-07
6.024179577552013498e-02 2.033326079863849500e+00 6.029221035208265779e-43 6.029221035208265902e-07
6.025331647690993636e-02 2.033348721922827451e+00 6.029288173469867339e-43 6.029288173469867390e-07
6.026483435077364254e-02 2.033371362548454186e+00 6.029355307481293241e-43 6.029355307481293659e-07
6.027634939799621921e-02 2.033394001738651369e+00 6.029422437236382999e-43 6.029422437236383603e-07
6.028786161946261130e-02 2.033416639491342437e+00 6.029489562728976125e-43 6.029489562728976116e-07
6.029937101605777755e-02 2.033439275804465041e+00 6.029556683952959927e-43 6.029556683952959856e-07
6.031087758866667675e-02 2.033461910675940842e+00 6.029623800902170731e-43 6.029623800902170540e-07
6.032238133817428849e-02 2.033484544103730585e+00 6.029690913570561958e-43 6.029690913570562471e-07
6.033388226546557848e-02 2.033507176085732837e+00 6.029758021951901432e-43 6.029758021951901487e-07
6.034538037142553324e-02 2.033529806619917224e+00 6.029825126040170450e-43 6.029825126040170476e-07
6.035687565693913237e-02 2.033552435704217842e+00 6.029892225829241983e-43 6.029892225829242214e-07
6.036836812289135545e-02 2.033575063336574118e+00 6.029959321313006523e-43 6.029959321313006418e-07
6.037985777016720984e-02 2.033597689514937912e+00 6.030026412485391203e-43 6.030026412485391978e-07
6.039134459965168206e-02 2.033620314237255755e+00 6.030093499340306429e-43 6.030093499340306611e-07
6.040282861222977251e-02 2.033642937501483061e+00 6.030160581871688893e-43 6.030160581871688736e-07
6.041430980878647466e-02 2.033665559305566362e+00 6.030227660073451392e-43 6.030227660073451364e-07
6.042578819020678893e-02 2.033688179647468175e+00 6.030294733939551328e-43 6.030294733939551972e-07
6.043726375737571571e-02 2.033710798525145691e+00 6.030361803463930968e-43 6.030361803463931100e-07
6.044873651117825542e-02 2.033733415936561428e+00 6.030428868640550106e-43 6.030428868640550460e-07
6.046020645249940845e-02 2.033756031879676129e+00 6.030495929463360566e-43 6.030495929463361179e-07
6.047167358222419603e-02 2.033778646352454089e+00 6.030562985926326921e-43 6.030562985926327088e-07
6.048313790123761163e-02 2.033801259352873814e+00 6.030630038023455162e-43 6.030630038023455430e-07
6.049459941042465566e-02 2.033823870878888940e+00 6.030697085748676406e-43 6.030697085748676154e-07
6.050605811067033546e-02 2.033846480928483302e+00 6.030764129096013372e-43 6.030764129096013442e-07
6.051751400285965143e-02 2.033869089499626526e+00 6.030831168059444969e-43 6.030831168059444892e-07
6.052896708787759705e-02 2.033891696590304221e+00 6.030898202632998695e-43 6.030898202632998919e-07
6.054041736660917272e-02 2.033914302198489565e+00 6.030965232810663815e-43 6.030965232810663709e-07
6.055186483993937885e-02 2.033936906322164617e+00 6.031032258586457471e-43 6.031032258586458149e-07
6.056330950875319502e-02 2.033959508959314988e+00 6.031099279954406366e-43 6.031099279954406423e-07
6.057475137393562858e-02 2.033982110107929842e+00 6.031166296908547557e-43 6.031166296908547535e-07
6.058619043637165913e-02 2.034004709765996566e+00 6.031233309442913322e-43 6.031233309442913080e-07
6.059762669694626624e-02 2.034027307931507877e+00 6.031300317551552665e-43 6.031300317551552651e-07
6.060906015654442952e-02 2.034049904602451164e+00 6.031367321228496271e-43 6.031367321228496784e-07
6.062049081605112161e-02 2.034072499776831577e+00 6.031434320467830584e-43 6.031434320467831072e-07
6.063191867635130822e-02 2.034095093452636505e+00 6.031501315263586287e-43 6.031501315263586048e-07
6.064334373832996200e-02 2.034117685627876426e+00 6.031568305609864958e-43 6.031568305609865306e-07
6.065476600287202091e-02 2.034140276300561823e+00 6.031635291500766581e-43 6.031635291500767144e-07
6.066618547086245761e-02 2.034162865468683634e+00 6.031702272930335382e-43 6.031702272930335860e-07
6.067760214318621004e-02 2.034185453130250565e+00 6.031769249892664972e-43 6.031769249892665518e-07
6.068901602072821616e-02 2.034208039283276648e+00 6.031836222381868081e-43 6.031836222381868180e-07
6.070042710437340699e-02 2.034230623925781245e+00 6.031903190392070978e-43 6.031903190392070731e-07
6.071183539500669968e-02 2.034253207055767732e+00 6.031970153917352938e-43 6.031970153917353470e-07
6.072324089351301829e-02 2.034275788671257246e+00 6.032037112951845806e-43 6.032037112951846459e-07
6.073464360077726609e-02 2.034298368770269150e+00 6.032104067489678243e-43 6.032104067489678699e-07
6.074604351768433941e-02 2.034320947350821029e+00 6.032171017524970942e-43 6.032171017524970724e-07
6.075744064511912068e-02 2.034343524410955339e+00 6.032237963051919473e-43 6.032237963051919300e-07
6.076883498396650624e-02 2.034366099948675455e+00 6.032304904064603906e-43 6.032304904064603666e-07
6.078022653511136464e-02 2.034388673962020277e+00 6.032371840557208660e-43 6.032371840557208940e-07
6.079161529943855058e-02 2.034411246449014499e+00 6.032438772523876733e-43 6.032438772523876832e-07
6.080300127783291181e-02 2.034433817407705902e+00 6.032505699958819624e-43 6.032505699958819988e-07
6.081438447117928914e-02 2.034456386836113850e+00 6.032572622856162807e-43 6.032572622856163177e-07
6.082576488036251644e-02 2.034478954732286127e+00 6.032639541210120172e-43 6.032639541210120104e-07
6.083714250626739983e-02 2.034501521094261633e+00 6.032706455014875342e-43 6.032706455014875888e-07
6.084851734977874543e-02 2.034524085920079273e+00 6.032773364264612733e-43 6.032773364264612472e-07
6.085988941178135242e-02 2.034546649207790381e+00 6.032840268953554202e-43 6.032840268953554151e-07
6.087125869315999915e-02 2.034569210955435636e+00 6.032907169075892132e-43 6.032907169075892394e-07
6.088262519479945012e-02 2.034591771161064599e+00 6.032974064625839616e-43 6.032974064625839850e-07
6.089398891758445592e-02 2.034614329822730383e+00 6.033040955597626476e-43 6.033040955597627166e-07
6.090534986239975329e-02 2.034636886938489653e+00 6.033107841985489702e-43 6.033107841985490283e-07
6.091670803013007202e-02 2.034659442506397298e+00 6.033174723783661504e-43 6.033174723783661964e-07
6.092806342166012107e-02 2.034681996524509984e+00 6.033241600986378872e-43 6.033241600986379210e-07
6.093941603787459554e-02 2.034704548990887929e+00 6.033308473587889152e-43 6.033308473587889607e-07
6.095076587965816972e-02 2.034727099903602010e+00 6.033375341582475533e-43 6.033375341582475685e-07
6.096211294789552482e-02 2.034749649260708892e+00 6.033442204964372616e-43 6.033442204964373382e-07
6.097345724347130735e-02 2.034772197060270571e+00 6.033509063727834914e-43 6.033509063727835582e-07
6.098479876727014304e-02 2.034794743300381015e+00 6.033575917867210138e-43 6.033575917867210455e-07
6.099613752017665064e-02 2.034817287979091560e+00 6.033642767376720143e-43 6.033642767376720180e-07
6.100747350307542810e-02 2.034839831094480189e+00 6.033709612250667235e-43 6.033709612250667401e-07
6.101880671685105950e-02 2.034862372644628437e+00 6.033776452483360095e-43 6.033776452483360055e-07
6.103013716238810810e-02 2.034884912627607179e+00 6.033843288069080319e-43 6.033843288069080672e-07
6.104146484057111632e-02 2.034907451041513937e+00 6.033910119002187564e-43 6.033910119002188010e-07
6.105278975228462662e-02 2.034929987884412483e+00 6.033976945276937938e-43 6.033976945276938129e-07
6.106411189841313980e-02 2.034952523154409221e+00 6.034043766887718181e-43 6.034043766887718377e-07
6.107543127984114278e-02 2.034975056849575026e+00 6.034110583828808298e-43 6.034110583828808103e-07
6.108674789745310862e-02 2.034997588968007420e+00 6.034177396094566353e-43 6.034177396094567128e-07
6.109806175213348955e-02 2.035020119507803926e+00 6.034244203679350410e-43 6.034244203679351036e-07
6.110937284476672393e-02 2.035042648467047854e+00 6.034311006577479505e-43 6.034311006577479413e-07
6.112068117623721542e-02 2.035065175843849161e+00 6.034377804783346750e-43 6.034377804783347017e-07
6.113198674742935379e-02 2.035087701636294710e+00 6.034444598291279941e-43 6.034444598291279787e-07
6.114328955922750108e-02 2.035110225842501563e+00 6.034511387095697681e-43 6.034511387095697893e-07
6.115458961251601933e-02 2.035132748460561913e+00 6.034578171190939715e-43 6.034578171190939979e-07
6.116588690817922891e-02 2.035155269488582164e+00 6.034644950571394376e-43 6.034644950571394451e-07
6.117718144710142941e-02 2.035177788924681153e+00 6.034711725231481860e-43 6.034711725231482539e-07
6.118847323016690654e-02 2.035200306766963507e+00 6.034778495165580942e-43 6.034778495165581002e-07
6.119976225825991129e-02 2.035222823013539184e+00 6.034845260368090310e-43 6.034845260368090954e-07
6.121104853226468773e-02 2.035245337662525245e+00 6.034912020833423789e-43 6.034912020833424094e-07
6.122233205306543830e-02 2.035267850712036974e+00 6.034978776555993607e-43 6.034978776555994239e-07
6.123361282154634461e-02 2.035290362160205646e+00 6.035045527530260585e-43 6.035045527530260736e-07
6.124489083859158828e-02 2.035312872005142992e+00 6.035112273750623412e-43 6.035112273750623638e-07
6.125616610508529541e-02 2.035335380244974957e+00 6.035179015211525382e-43 6.035179015211525351e-07
6.126743862191158518e-02 2.035357886877827482e+00 6.035245751907409792e-43 6.035245751907410395e-07
6.127870838995454206e-02 2.035380391901838948e+00 6.035312483832757373e-43 6.035312483832757177e-07
6.128997541009822969e-02 2.035402895315119309e+00 6.035379210981962037e-43 6.035379210981962572e-07
6.130123968322668399e-02 2.035425397115826485e+00 6.035445933349562663e-43 6.035445933349563218e-07
6.131250121022391308e-02 2.035447897302081088e+00 6.035512650929987414e-43 6.035512650929987757e-07
6.132375999197390432e-02 2.035470395872025051e+00 6.035579363717725783e-43 6.035579363717726238e-07
6.133501602936060337e-02 2.035492892823796751e+00 6.035646071707257707e-43 6.035646071707258124e-07
6.134626932326795595e-02 2.035515388155543448e+00 6.035712774893088613e-43 6.035712774893089349e-07
6.135751987457985224e-02 2.035537881865403520e+00 6.035779473269700030e-43 6.035779473269700433e-07
6.136876768418016853e-02 2.035560373951529556e+00 6.035846166831613315e-43 6.035846166831613191e-07
6.138001275295275339e-02 2.035582864412061710e+00 6.035912855573313184e-43 6.035912855573313438e-07
6.139125508178142065e-02 2.035605353245159677e+00 6.035979539489342500e-43 6.035979539489343107e-07
6.140249467154995644e-02 2.035627840448972492e+00 6.036046218574214655e-43 6.036046218574214481e-07
6.141373152314211908e-02 2.035650326021659851e+00 6.036112892822471716e-43 6.036112892822471611e-07
6.142496563744163224e-02 2.035672809961376117e+00 6.036179562228640616e-43 6.036179562228640546e-07
6.143619701533220567e-02 2.035695292266286316e+00 6.036246226787279352e-43 6.036246226787279099e-07
6.144742565769750059e-02 2.035717772934543035e+00 6.036312886492912469e-43 6.036312886492912261e-07
6.145865156542115737e-02 2.035740251964316627e+00 6.036379541340113097e-43 6.036379541340113726e-07
6.146987473938678170e-02 2.035762729353782774e+00 6.036446191323471895e-43 6.036446191323472015e-07
6.148109518047794458e-02 2.035785205101094064e+00 6.036512836437511014e-43 6.036512836437511057e-07
6.149231288957819619e-02 2.035807679204431508e+00 6.036579476676837043e-43 6.036579476676837372e-07
6.150352786757103812e-02 2.035830151661965459e+00 6.036646112036023910e-43 6.036646112036024654e-07
6.151474011533995812e-02 2.035852622471876927e+00 6.036712742509678204e-43 6.036712742509678362e-07
6.152594963376838838e-02 2.035875091632332712e+00 6.036779368092365089e-43 6.036779368092365839e-07
6.153715642373976114e-02 2.035897559141522706e+00 6.036845988778717441e-43 6.036845988778717954e-07
6.154836048613744615e-02 2.035920024997629696e+00 6.036912604563345033e-43 6.036912604563345460e-07
6.155956182184479236e-02 2.035942489198831140e+00 6.036979215440844893e-43 6.036979215440845347e-07
6.157076043174510710e-02 2.035964951743315154e+00 6.037045821405844318e-43 6.037045821405844248e-07
6.158195631672167686e-02 2.035987412629273408e+00 6.037112422452980963e-43 6.037112422452981504e-07
6.159314947765773957e-02 2.036009871854902897e+00 6.037179018576908409e-43 6.037179018576909161e-07
6.160433991543649845e-02 2.036032329418381082e+00 6.037245609772222093e-43 6.037245609772222090e-07
6.161552763094112206e-02 2.036054785317920945e+00 6.037312196033625781e-43 6.037312196033626334e-07
6.162671262505476505e-02 2.036077239551701723e+00 6.037378777355716501e-43 6.037378777355716765e-07
6.163789489866051963e-02 2.036099692117943505e+00 6.037445353733218730e-43 6.037445353733218485e-07
6.164907445264145025e-02 2.036122143014837960e+00 6.037511925160771714e-43 6.037511925160771894e-07
6.166025128788058668e-02 2.036144592240582085e+00 6.037578491633026645e-43 6.037578491633026918e-07
6.167142540526091704e-02 2.036167039793390643e+00 6.037645053144691274e-43 6.037645053144691721e-07
6.168259680566540171e-02 2.036189485671480170e+00 6.037711609690476534e-43 6.037711609690476580e-07
6.169376548997695248e-02 2.036211929873045889e+00 6.037778161265030433e-43 6.037778161265030366e-07
6.170493145907844645e-02 2.036234372396309666e+00 6.037844707863083821e-43 6.037844707863084534e-07
6.171609471385271911e-02 2.036256813239482710e+00 6.037911249479327718e-43 6.037911249479328187e-07
6.172725525518258510e-02 2.036279252400785111e+00 6.037977786108487397e-43 6.037977786108487486e-07
6.173841308395080357e-02 2.036301689878435184e+00 6.038044317745279368e-43 6.038044317745280121e-07
6.174956820104009203e-02 2.036324125670658347e+00 6.038110844384441650e-43 6.038110844384441784e-07
6.176072060733314023e-02 2.036346559775676468e+00 6.038177366020700310e-43 6.038177366020700753e-07
6.177187030371258936e-02 2.036368992191711413e+00 6.038243882648785402e-43 6.038243882648785306e-07
6.178301729106104589e-02 2.036391422916995708e+00 6.038310394263453263e-43 6.038310394263453369e-07
6.179416157026106776e-02 2.036413851949760101e+00 6.038376900859460231e-43 6.038376900859460748e-07
6.180530314219517818e-02 2.036436279288233564e+00 6.038443402431551493e-43 6.038443402431551605e-07
6.181644200774587261e-02 2.036458704930653951e+00 6.038509898974506485e-43 6.038509898974507157e-07
6.182757816779557714e-02 2.036481128875266222e+00 6.038576390483116595e-43 6.038576390483117092e-07
6.183871162322669701e-02 2.036503551120285138e+00 6.038642876952091961e-43 6.038642876952091692e-07
6.184984237492158199e-02 2.036525971663976975e+00 6.038709358376290081e-43 6.038709358376290523e-07
6.186097042376255406e-02 2.036548390504572481e+00 6.038775834750464109e-43 6.038775834750464100e-07
6.187209577063187971e-02 2.036570807640329051e+00 6.038842306069447645e-43 6.038842306069447638e-07
6.188321841641178378e-02 2.036593223069473879e+00 6.038908772327984285e-43 6.038908772327984241e-07
6.189433836198445643e-02 2.036615636790276795e+00 6.038975233520943475e-43 6.038975233520944064e-07
6.190545560823203231e-02 2.036638048800977430e+00 6.039041689643104653e-43 6.039041689643105149e-07
6.191657015603661829e-02 2.036660459099843834e+00 6.039108140689334080e-43 6.039108140689334477e-07
6.192768200628026576e-02 2.036682867685119191e+00 6.039174586654419161e-43 6.039174586654419619e-07
6.193879115984498446e-02 2.036705274555068002e+00 6.039241027533217393e-43 6.039241027533218026e-07
6.194989761761272862e-02 2.036727679707945882e+00 6.039307463320553618e-43 6.039307463320554326e-07
6.196100138046542471e-02 2.036750083142022660e+00 6.039373894011299673e-43 6.039373894011299735e-07
6.197210244928494371e-02 2.036772484855561061e+00 6.039440319600302703e-43 6.039440319600303235e-07
6.198320082495310801e-02 2.036794884846822029e+00 6.039506740082406665e-43 6.039506740082406393e-07
6.199429650835169836e-02 2.036817283114080723e+00 6.039573155452496938e-43 6.039573155452497368e-07
6.200538950036246083e-02 2.036839679655614077e+00 6.039639565705464476e-43 6.039639565705464314e-07
6.201647980186707210e-02 2.036862074469684813e+00 6.039705970836157219e-43 6.039705970836157271e-07
6.202756741374717414e-02 2.036884467554578748e+00 6.039772370839493205e-43 6.039772370839492983e-07
6.203865233688436731e-02 2.036906858908562157e+00 6.039838765710330730e-43 6.039838765710331019e-07
6.204973457216018951e-02 2.036929248529924408e+00 6.039905155443598185e-43 6.039905155443598710e-07
6.206081412045613699e-02 2.036951636416944211e+00 6.039971540034191304e-43 6.039971540034191624e-07
6.207189098265366439e-02 2.036974022567909159e+00 6.040037919477032106e-43 6.040037919477032857e-07
6.208296515963416390e-02 2.036996406981103291e+00 6.040104293767032256e-43 6.040104293767032800e-07
6.209403665227898605e-02 2.037018789654815976e+00 6.040170662899120942e-43 6.040170662899120902e-07
6.210510546146944671e-02 2.037041170587327699e+00 6.040237026868197881e-43 6.040237026868198024e-07
6.211617158808679234e-02 2.037063549776952698e+00 6.040303385669264746e-43 6.040303385669264555e-07
6.212723503301222083e-02 2.037085927221967907e+00 6.040369739297212492e-43 6.040369739297212886e-07
6.213829579712689538e-02 2.037108302920676906e+00 6.040436087747011728e-43 6.040436087747011641e-07
6.214935388131190980e-02 2.037130676871381496e+00 6.040502431013624301e-43 6.040502431013624150e-07
