# phi[M_Pl]	V[H0^2*Mpl^2]	V[GeV^4]	V[eV^4]
6.216040928644831626e-02 2.037153049072378153e+00 6.040568769092002498e-43 6.040568769092003157e-07
6.217146201341711836e-02 2.037175419521974007e+00 6.040635101977123301e-43 6.040635101977123637e-07
6.218251206309925033e-02 2.037197788218469086e+00 6.040701429663949354e-43 6.040701429663949981e-07
6.219355943637563250e-02 2.037220155160177626e+00 6.040767752147478348e-43 6.040767752147478341e-07
6.220460413412709499e-02 2.037242520345412089e+00 6.040834069422709566e-43 6.040834069422710163e-07
6.221564615723444713e-02 2.037264883772468949e+00 6.040900381484588926e-43 6.040900381484588662e-07
6.222668550657840802e-02 2.037287245439680206e+00 6.040966688328173064e-43 6.040966688328173517e-07
6.223772218303967596e-02 2.037309605345354768e+00 6.041032989948446924e-43 6.041032989948447117e-07
6.224875618749889372e-02 2.037331963487805098e+00 6.041099286340404217e-43 6.041099286340404557e-07
6.225978752083662082e-02 2.037354319865359642e+00 6.041165577499091224e-43 6.041165577499091751e-07
6.227081618393340984e-02 2.037376674476341520e+00 6.041231863419535903e-43 6.041231863419536617e-07
6.228184217766970926e-02 2.037399027319070299e+00 6.041298144096751878e-43 6.041298144096752249e-07
6.229286550292595370e-02 2.037421378391874427e+00 6.041364419525787022e-43 6.041364419525787738e-07
6.230388616058250839e-02 2.037443727693089457e+00 6.041430689701703547e-43 6.041430689701703824e-07
6.231490415151968304e-02 2.037466075221031403e+00 6.041496954619508703e-43 6.041496954619509365e-07
6.232591947661772491e-02 2.037488420974046477e+00 6.041563214274297360e-43 6.041563214274297923e-07
6.233693213675682576e-02 2.037510764950463127e+00 6.041629468661115798e-43 6.041629468661116473e-07
6.234794213281714959e-02 2.037533107148625788e+00 6.041695717775051719e-43 6.041695717775052224e-07
6.235894946567875630e-02 2.037555447566868239e+00 6.041761961611166538e-43 6.041761961611166972e-07
6.236995413622169887e-02 2.037577786203536689e+00 6.041828200164556717e-43 6.041828200164557458e-07
6.238095614532593314e-02 2.037600123056957813e+00 6.041894433430258980e-43 6.041894433430259008e-07
6.239195549387138717e-02 2.037622458125500913e+00 6.041960661403438292e-43 6.041960661403438241e-07
6.240295218273791272e-02 2.037644791407501543e+00 6.042026884079160050e-43 6.042026884079160131e-07
6.241394621280531296e-02 2.037667122901309469e+00 6.042093101452530277e-43 6.042093101452530946e-07
6.242493758495333556e-02 2.037689452605276230e+00 6.042159313518661367e-43 6.042159313518661187e-07
6.243592630006166572e-02 2.037711780517764026e+00 6.042225520272697575e-43 6.042225520272697357e-07
6.244691235900992621e-02 2.037734106637120846e+00 6.042291721709738550e-43 6.042291721709738309e-07
6.245789576267767734e-02 2.037756430961707110e+00 6.042357917824923770e-43 6.042357917824924194e-07
6.246887651194443086e-02 2.037778753489886796e+00 6.042424108613402270e-43 6.042424108613402570e-07
6.247985460768964994e-02 2.037801074220014996e+00 6.042490294070296797e-43 6.042490294070296647e-07
6.249083005079271447e-02 2.037823393150459239e+00 6.042556474190765150e-43 6.042556474190765630e-07
6.250180284213295578e-02 2.037845710279588829e+00 6.042622648969973889e-43 6.042622648969974020e-07
6.251277298258964277e-02 2.037868025605769517e+00 6.042688818403075233e-43 6.042688818403075730e-07
6.252374047304198879e-02 2.037890339127368833e+00 6.042754982485230963e-43 6.042754982485231025e-07
6.253470531436912394e-02 2.037912650842764961e+00 6.042821141211629941e-43 6.042821141211629817e-07
6.254566750745016446e-02 2.037934960750339641e+00 6.042887294577474572e-43 6.042887294577474724e-07
6.255662705316411554e-02 2.037957268848451520e+00 6.042953442577897958e-43 6.042953442577898481e-07
6.256758395238992687e-02 2.037979575135494770e+00 6.043019585208138350e-43 6.043019585208138647e-07
6.257853820600653427e-02 2.038001879609844025e+00 6.043085722463375846e-43 6.043085722463375604e-07
6.258948981489276253e-02 2.038024182269882800e+00 6.043151854338818427e-43 6.043151854338818322e-07
6.260043877992738093e-02 2.038046483113999940e+00 6.043217980829687613e-43 6.043217980829687417e-07
6.261138510198913099e-02 2.038068782140578961e+00 6.043284101931190587e-43 6.043284101931190800e-07
6.262232878195662933e-02 2.038091079348010481e+00 6.043350217638555243e-43 6.043350217638555442e-07
6.263326982070847870e-02 2.038113374734681571e+00 6.043416327946998322e-43 6.043416327946998781e-07
6.264420821912321247e-02 2.038135668298995284e+00 6.043482432851784359e-43 6.043482432851784845e-07
6.265514397807926683e-02 2.038157960039336913e+00 6.043548532348127704e-43 6.043548532348127899e-07
6.266607709845506413e-02 2.038180249954107737e+00 6.043614626431284928e-43 6.043614626431285615e-07
6.267700758112891568e-02 2.038202538041716139e+00 6.043680715096538088e-43 6.043680715096537904e-07
6.268793542697910504e-02 2.038224824300547411e+00 6.043746798339099943e-43 6.043746798339100088e-07
6.269886063688381861e-02 2.038247108729020596e+00 6.043812876154281227e-43 6.043812876154281721e-07
6.270978321172120118e-02 2.038269391325535196e+00 6.043878948537335324e-43 6.043878948537335184e-07
6.272070315236932814e-02 2.038291672088494266e+00 6.043945015483529952e-43 6.043945015483529799e-07
6.273162045970619161e-02 2.038313951016316850e+00 6.044011076988175050e-43 6.044011076988175120e-07
6.274253513460972820e-02 2.038336228107409553e+00 6.044077133046546304e-43 6.044077133046546820e-07
6.275344717795781901e-02 2.038358503360182539e+00 6.044143183653928957e-43 6.044143183653929045e-07
6.276435659062827577e-02 2.038380776773056624e+00 6.044209228805642507e-43 6.044209228805642995e-07
6.277526337349882690e-02 2.038403048344457957e+00 6.044275268497018397e-43 6.044275268497018344e-07
6.278616752744713148e-02 2.038425318072793146e+00 6.044341302723331517e-43 6.044341302723331822e-07
6.279706905335080691e-02 2.038447585956490116e+00 6.044407331479922072e-43 6.044407331479922632e-07
6.280796795208740124e-02 2.038469851993973236e+00 6.044473354762115932e-43 6.044473354762116211e-07
6.281886422453435148e-02 2.038492116183668657e+00 6.044539372565247725e-43 6.044539372565247524e-07
6.282975787156908076e-02 2.038514378524004300e+00 6.044605384884656067e-43 6.044605384884656832e-07
6.284064889406888732e-02 2.038536639013408092e+00 6.044671391715677976e-43 6.044671391715678041e-07
6.285153729291106939e-02 2.038558897650318613e+00 6.044737393053686317e-43 6.044737393053686353e-07
6.286242306897280030e-02 2.038581154433162013e+00 6.044803388894010144e-43 6.044803388894010379e-07
6.287330622313119788e-02 2.038603409360383978e+00 6.044869379232044626e-43 6.044869379232044379e-07
6.288418675626332444e-02 2.038625662430421315e+00 6.044935364063152272e-43 6.044935364063152965e-07
6.289506466924615902e-02 2.038647913641703724e+00 6.045001343382677270e-43 6.045001343382677455e-07
6.290593996295661128e-02 2.038670162992680446e+00 6.045067317186022755e-43 6.045067317186022697e-07
6.291681263827152149e-02 2.038692410481802497e+00 6.045133285468594248e-43 6.045133285468594594e-07
6.292768269606766052e-02 2.038714656107513790e+00 6.045199248225776563e-43 6.045199248225776817e-07
6.293855013722171599e-02 2.038736899868256458e+00 6.045265205452952920e-43 6.045265205452953037e-07
6.294941496261033387e-02 2.038759141762483296e+00 6.045331157145532823e-43 6.045331157145533394e-07
6.296027717311007688e-02 2.038781381788650648e+00 6.045397103298940913e-43 6.045397103298940733e-07
6.297113676959739670e-02 2.038803619945207757e+00 6.045463043908579527e-43 6.045463043908579902e-07
6.298199375294873115e-02 2.038825856230618072e+00 6.045528978969890033e-43 6.045528978969890685e-07
6.299284812404040701e-02 2.038848090643336164e+00 6.045594908478291493e-43 6.045594908478291695e-07
6.300369988374869556e-02 2.038870323181823707e+00 6.045660832429222091e-43 6.045660832429222716e-07
6.301454903294978482e-02 2.038892553844544153e+00 6.045726750818126379e-43 6.045726750818126713e-07
6.302539557251979341e-02 2.038914782629959177e+00 6.045792663640440945e-43 6.045792663640441353e-07
6.303623950333477055e-02 2.038937009536541112e+00 6.045858570891638224e-43 6.045858570891638188e-07
6.304708082627069610e-02 2.038959234562756961e+00 6.045924472567172325e-43 6.045924472567172884e-07
6.305791954220345275e-02 2.038981457707068401e+00 6.045990368662479839e-43 6.045990368662479935e-07
6.306875565200886768e-02 2.039003678967956645e+00 6.046056259173059483e-43 6.046056259173059477e-07
6.307958915656269872e-02 2.039025898343901133e+00 6.046122144094400419e-43 6.046122144094401061e-07
6.309042005674062037e-02 2.039048115833370645e+00 6.046188023421964723e-43 6.046188023421964590e-07
6.310124835341821004e-02 2.039070331434846395e+00 6.046253897151246335e-43 6.046253897151247025e-07
6.311207404747101735e-02 2.039092545146806046e+00 6.046319765277733619e-43 6.046319765277733681e-07
6.312289713977446703e-02 2.039114756967743247e+00 6.046385627796957952e-43 6.046385627796958576e-07
6.313371763120394220e-02 2.039136966896123226e+00 6.046451484704369463e-43 6.046451484704369966e-07
6.314453552263474267e-02 2.039159174930455620e+00 6.046517335995548917e-43 6.046517335995549517e-07
6.315535081494207115e-02 2.039181381069218091e+00 6.046583181665981489e-43 6.046583181665981483e-07
6.316616350900108867e-02 2.039203585310888300e+00 6.046649021711153951e-43 6.046649021711154357e-07
6.317697360568683140e-02 2.039225787653986544e+00 6.046714856126678928e-43 6.046714856126679447e-07
6.318778110587432162e-02 2.039247988096988706e+00 6.046780684908036022e-43 6.046780684908036775e-07
6.319858601043844282e-02 2.039270186638395543e+00 6.046846508050780505e-43 6.046846508050780477e-07
6.320938832025402299e-02 2.039292383276707810e+00 6.046912325550466058e-43 6.046912325550466805e-07
6.322018803619583460e-02 2.039314578010420931e+00 6.046978137402632821e-43 6.046978137402632955e-07
6.323098515913855300e-02 2.039336770838046320e+00 6.047043943602866336e-43 6.047043943602866944e-07
6.324177968995675636e-02 2.039358961758082955e+00 6.047109744146713114e-43 6.047109744146713380e-07
6.325257162952498124e-02 2.039381150769038697e+00 6.047175539029753123e-43 6.047175539029752866e-07
6.326336097871765318e-02 2.039403337869416077e+00 6.047241328247542431e-43 6.047241328247542716e-07
6.327414773840912832e-02 2.039425523057738943e+00 6.047307111795705613e-43 6.047307111795705887e-07
6.328493190947369340e-02 2.039447706332509824e+00 6.047372889669802720e-43 6.047372889669802868e-07
6.329571349278553805e-02 2.039469887692247241e+00 6.047438661865439210e-43 6.047438661865439674e-07
6.330649248921879635e-02 2.039492067135469711e+00 6.047504428378223723e-43 6.047504428378224441e-07
6.331726889964749139e-02 2.039514244660688647e+00 6.047570189203741803e-43 6.047570189203742009e-07
6.332804272494560460e-02 2.039536420266431449e+00 6.047635944337626784e-43 6.047635944337626981e-07
6.333881396598697866e-02 2.039558593951213084e+00 6.047701693775474565e-43 6.047701693775474787e-07
6.334958262364542847e-02 2.039580765713569832e+00 6.047767437512945561e-43 6.047767437512945442e-07
6.336034869879467180e-02 2.039602935552018437e+00 6.047833175545643637e-43 6.047833175545643902e-07
6.337111219230834314e-02 2.039625103465091627e+00 6.047898907869214076e-43 6.047898907869214303e-07
6.338187310505997984e-02 2.039647269451315026e+00 6.047964634479288620e-43 6.047964634479289128e-07
6.339263143792303601e-02 2.039669433509219587e+00 6.048030355371508568e-43 6.048030355371509337e-07
6.340338719177093796e-02 2.039691595637355803e+00 6.048096070541577353e-43 6.048096070541577294e-07
6.341414036747694549e-02 2.039713755834242193e+00 6.048161779985102820e-43 6.048161779985103252e-07
6.342489096591430453e-02 2.039735914098420366e+00 6.048227483697758131e-43 6.048227483697758872e-07
6.343563898795614997e-02 2.039758070428439041e+00 6.048293181675241141e-43 6.048293181675241228e-07
6.344638443447553344e-02 2.039780224822830945e+00 6.048358873913201914e-43 6.048358873913201863e-07
6.345712730634539556e-02 2.039802377280150125e+00 6.048424560407352641e-43 6.048424560407352673e-07
6.346786760443866304e-02 2.039824527798931086e+00 6.048490241153347369e-43 6.048490241153347321e-07
6.347860532962810998e-02 2.039846676377726098e+00 6.048555916146891919e-43 6.048555916146892408e-07
6.348934048278645492e-02 2.039868823015087429e+00 6.048621585383696093e-43 6.048621585383696654e-07
6.350007306478633318e-02 2.039890967709569125e+00 6.048687248859470492e-43 6.048687248859470895e-07
6.351080307650029677e-02 2.039913110459721679e+00 6.048752906569918546e-43 6.048752906569918558e-07
6.352153051880080059e-02 2.039935251264099136e+00 6.048818558510750857e-43 6.048818558510751536e-07
6.353225539256021626e-02 2.039957390121259095e+00 6.048884204677692361e-43 6.048884204677692315e-07
6.354297769865084600e-02 2.039979527029766260e+00 6.048949845066485521e-43 6.048949845066485613e-07
6.355369743794486714e-02 2.040001661988180004e+00 6.049015479672859257e-43 6.049015479672859206e-07
6.356441461131442927e-02 2.040023794995066808e+00 6.049081108492563200e-43 6.049081108492563108e-07
6.357512921963152930e-02 2.040045926048978941e+00 6.049146731521303171e-43 6.049146731521303919e-07
6.358584126376812251e-02 2.040068055148500648e+00 6.049212348754883761e-43 6.049212348754883534e-07
6.359655074459608093e-02 2.040090182292194854e+00 6.049277960189041858e-43 6.049277960189042434e-07
6.360725766298716555e-02 2.040112307478629816e+00 6.049343565819531872e-43 6.049343565819531692e-07
6.361796201981305410e-02 2.040134430706386226e+00 6.049409165642145649e-43 6.049409165642145787e-07
6.362866381594534104e-02 2.040156551974030563e+00 6.049474759652632821e-43 6.049474759652632616e-07
6.363936305225552370e-02 2.040178671280147071e+00 6.049540347846795591e-43 6.049540347846796188e-07
6.365005972961504388e-02 2.040200788623311112e+00 6.049605930220409078e-43 6.049605930220409810e-07
6.366075384889519073e-02 2.040222904002105153e+00 6.049671506769269911e-43 6.049671506769270079e-07
6.367144541096723953e-02 2.040245017415108109e+00 6.049737077489164360e-43 6.049737077489165125e-07
6.368213441670232677e-02 2.040267128860913104e+00 6.049802642375921711e-43 6.049802642375922252e-07
6.369282086697151957e-02 2.040289238338099054e+00 6.049868201425327439e-43 6.049868201425327471e-07
6.370350476264578787e-02 2.040311345845251978e+00 6.049933754633188528e-43 6.049933754633189027e-07
6.371418610459601839e-02 2.040333451380979213e+00 6.049999301995374884e-43 6.049999301995375518e-07
6.372486489369298679e-02 2.040355554943859673e+00 6.050064843507674375e-43 6.050064843507675071e-07
6.373554113080741323e-02 2.040377656532486483e+00 6.050130379165913895e-43 6.050130379165913933e-07
6.374621481680989299e-02 2.040399756145470533e+00 6.050195908965976099e-43 6.050195908965976581e-07
6.375688595257096580e-02 2.040421853781390737e+00 6.050261432903645664e-43 6.050261432903645851e-07
6.376755453896104653e-02 2.040443949438861537e+00 6.050326950974814008e-43 6.050326950974814692e-07
6.377822057685048063e-02 2.040466043116477834e+00 6.050392463175315992e-43 6.050392463175316759e-07
6.378888406710953030e-02 2.040488134812846965e+00 6.050457969501020727e-43 6.050457969501020651e-07
6.379954501060831895e-02 2.040510224526574490e+00 6.050523469947794141e-43 6.050523469947793904e-07
6.381020340821692838e-02 2.040532312256271297e+00 6.050588964511518091e-43 6.050588964511517822e-07
6.382085926080532934e-02 2.040554398000544722e+00 6.050654453188060893e-43 6.050654453188061001e-07
6.383151256924339545e-02 2.040576481757998550e+00 6.050719935973285288e-43 6.050719935973285685e-07
6.384216333440091706e-02 2.040598563527263209e+00 6.050785412863126501e-43 6.050785412863127175e-07
6.385281155714758738e-02 2.040620643306935378e+00 6.050850883853427359e-43 6.050850883853427598e-07
6.386345723835301635e-02 2.040642721095645484e+00 6.050916348940124681e-43 6.050916348940125431e-07
6.387410037888668901e-02 2.040664796892009747e+00 6.050981808119115459e-43 6.050981808119115740e-07
6.388474097961803488e-02 2.040686870694655042e+00 6.051047261386328546e-43 6.051047261386328532e-07
