# z	phi[M_Pl]	V[Mpl^4_nat]	V(z)_nat
2.086713171317131632e+00 7.282839625945378148e-02 2.017523379671897210e+00 2.060298858106547115e+00
2.086413241324132084e+00 7.281976671614776020e-02 2.017546369308950815e+00 2.060279027438557620e+00
2.086113311331132980e+00 7.281113538125058571e-02 2.017569359605397850e+00 2.060259194160961371e+00
2.085813381338133432e+00 7.280250225404573394e-02 2.017592350557094960e+00 2.060239358273884491e+00
2.085513451345134328e+00 7.279386733381658370e-02 2.017615342159889913e+00 2.060219519777399810e+00
2.085213521352134780e+00 7.278523061984623621e-02 2.017638334409638468e+00 2.060199678671603252e+00
2.084913591359135676e+00 7.277659211141762619e-02 2.017661327302199048e+00 2.060179834956583633e+00
2.084613661366136572e+00 7.276795180781349404e-02 2.017684320833431855e+00 2.060159988632424444e+00
2.084313731373137024e+00 7.275930970831631650e-02 2.017707314999200641e+00 2.060140139699248252e+00
2.084013801380137920e+00 7.275066581220845929e-02 2.017730309795384258e+00 2.060120288157127888e+00
2.083713871387138372e+00 7.274202011877199670e-02 2.017753305217845572e+00 2.060100434006169934e+00
2.083413941394139268e+00 7.273337262728887809e-02 2.017776301262473204e+00 2.060080577246457878e+00
2.083114011401139720e+00 7.272472333704077530e-02 2.017799297925138013e+00 2.060060717878105407e+00
2.082814081408140616e+00 7.271607224730920749e-02 2.017822295201730398e+00 2.060040855901201340e+00
2.082514151415141512e+00 7.270741935737549955e-02 2.017845293088135428e+00 2.060020991315848704e+00
2.082214221422141964e+00 7.269876466652071267e-02 2.017868291580251494e+00 2.060001124122143423e+00
2.081914291429142860e+00 7.269010817402576929e-02 2.017891290673965443e+00 2.059981254320199184e+00
2.081614361436143312e+00 7.268144987917136979e-02 2.017914290365181884e+00 2.059961381910110134e+00
2.081314431443144208e+00 7.267278978123800637e-02 2.017937290649800985e+00 2.059941506891986407e+00
2.081014501450144660e+00 7.266412787950594920e-02 2.017960291523738903e+00 2.059921629265932808e+00
2.080714571457145556e+00 7.265546417325531581e-02 2.017983292982894916e+00 2.059901749032031049e+00
2.080414641464146008e+00 7.264679866176597389e-02 2.018006295023188734e+00 2.059881866190421462e+00
2.080114711471146904e+00 7.263813134431761076e-02 2.018029297640535624e+00 2.059861980741192866e+00
2.079814781478147800e+00 7.262946222018971942e-02 2.018052300830857959e+00 2.059842092684462500e+00
2.079514851485148252e+00 7.262079128866155697e-02 2.018075304590085217e+00 2.059822202020340498e+00
2.079214921492149148e+00 7.261211854901221396e-02 2.018098308914144212e+00 2.059802308748928112e+00
2.078914991499149600e+00 7.260344400052055891e-02 2.018121313798962646e+00 2.059782412870337254e+00
2.078615061506150496e+00 7.259476764246527991e-02 2.018144319240485984e+00 2.059762514384690490e+00
2.078315131513150948e+00 7.258608947412482915e-02 2.018167325234644593e+00 2.059742613292096181e+00
2.078015201520151845e+00 7.257740949477749226e-02 2.018190331777394597e+00 2.059722709592666234e+00
2.077715271527152296e+00 7.256872770370130510e-02 2.018213338864670803e+00 2.059702803286521444e+00
2.077415341534153193e+00 7.256004410017417861e-02 2.018236346492431998e+00 2.059682894373764839e+00
2.077115411541154089e+00 7.255135868347374617e-02 2.018259354656628979e+00 2.059662982854531421e+00
2.076815481548154541e+00 7.254267145287746077e-02 2.018282363353224085e+00 2.059643068728925996e+00
2.076515551555155437e+00 7.253398240766259497e-02 2.018305372578176993e+00 2.059623151997080015e+00
2.076215621562155889e+00 7.252529154710621317e-02 2.018328382327449155e+00 2.059603232659103611e+00
2.075915691569156785e+00 7.251659887048515774e-02 2.018351392597019789e+00 2.059583310715122906e+00
2.075615761576157237e+00 7.250790437707607672e-02 2.018374403382858340e+00 2.059563386165258692e+00
2.075315831583158133e+00 7.249920806615543778e-02 2.018397414680936031e+00 2.059543459009629984e+00
2.075015901590158585e+00 7.249050993699947265e-02 2.018420426487238295e+00 2.059523529248361129e+00
2.074715971597159481e+00 7.248180998888426041e-02 2.018443438797754119e+00 2.059503596881592458e+00
2.074416041604160377e+00 7.247310822108561645e-02 2.018466451608463608e+00 2.059483661909434105e+00
2.074116111611160829e+00 7.246440463287918965e-02 2.018489464915357523e+00 2.059463724332008638e+00
2.073816181618161725e+00 7.245569922354044845e-02 2.018512478714432845e+00 2.059443784149458168e+00
2.073516251625162177e+00 7.244699199234459763e-02 2.018535493001690106e+00 2.059423841361915919e+00
2.073216321632163073e+00 7.243828293856671707e-02 2.018558507773132504e+00 2.059403895969481368e+00
2.072916391639163525e+00 7.242957206148160909e-02 2.018581523024761459e+00 2.059383947972323270e+00
2.072616461646164421e+00 7.242085936036395111e-02 2.018604538752596156e+00 2.059363997370549981e+00
2.072316531653165317e+00 7.241214483448815686e-02 2.018627554952636238e+00 2.059344044164308940e+00
2.072016601660165769e+00 7.240342848312844581e-02 2.018650571620907108e+00 2.059324088353712057e+00
2.071716671667166665e+00 7.239471030555887088e-02 2.018673588753426174e+00 2.059304129938928085e+00
2.071416741674167117e+00 7.238599030105326293e-02 2.018696606346220612e+00 2.059284168920051172e+00
2.071116811681168013e+00 7.237726846888525856e-02 2.018719624395310497e+00 2.059264205297253625e+00
2.070816881688168465e+00 7.236854480832828618e-02 2.018742642896741657e+00 2.059244239070650906e+00
2.070516951695169361e+00 7.235981931865556604e-02 2.018765661846535941e+00 2.059224270240397558e+00
2.070217021702169813e+00 7.235109199914013800e-02 2.018788681240733851e+00 2.059204298806621480e+00
2.069917091709170709e+00 7.234236284905483372e-02 2.018811701075382103e+00 2.059184324769468333e+00
2.069617161716171605e+00 7.233363186767226283e-02 2.018834721346524752e+00 2.059164348129085553e+00
2.069317231723172057e+00 7.232489905426485455e-02 2.018857742050214732e+00 2.059144368885606369e+00
2.069017301730172953e+00 7.231616440810484381e-02 2.018880763182500537e+00 2.059124387039178217e+00
2.068717371737173405e+00 7.230742792846424349e-02 2.018903784739435103e+00 2.059104402589944982e+00
2.068417441744174301e+00 7.229868961461488608e-02 2.018926806717085576e+00 2.059084415538057655e+00
2.068117511751174753e+00 7.228994946582839587e-02 2.018949829111519101e+00 2.059064425883645910e+00
2.067817581758175649e+00 7.228120748137617513e-02 2.018972851918787725e+00 2.059044433626882054e+00
2.067517651765176101e+00 7.227246366052947346e-02 2.018995875134981688e+00 2.059024438767901088e+00
2.067217721772176997e+00 7.226371800255929068e-02 2.019018898756162805e+00 2.059004441306854005e+00
2.066917791779177893e+00 7.225497050673644617e-02 2.019041922778405329e+00 2.058984441243891794e+00
2.066617861786178345e+00 7.224622117233156504e-02 2.019064947197808380e+00 2.058964438579156564e+00
2.066317931793179241e+00 7.223746999861507812e-02 2.019087972010446208e+00 2.058944433312825950e+00
2.066018001800179693e+00 7.222871698485716641e-02 2.019110997212403724e+00 2.058924425445027850e+00
2.065718071807180589e+00 7.221996213032789991e-02 2.019134022799783601e+00 2.058904414975932795e+00
2.065418141814181041e+00 7.221120543429704330e-02 2.019157048768680518e+00 2.058884401905695327e+00
2.065118211821181937e+00 7.220244689603426413e-02 2.019180075115182937e+00 2.058864386234459332e+00
2.064818281828182389e+00 7.219368651480893850e-02 2.019203101835409520e+00 2.058844367962397115e+00
2.064518351835183285e+00 7.218492428989031762e-02 2.019226128925456720e+00 2.058824347089652562e+00
2.064218421842184181e+00 7.217616022054738900e-02 2.019249156381442312e+00 2.058804323616406862e+00
2.063918491849184633e+00 7.216739430604895977e-02 2.019272184199468967e+00 2.058784297542805675e+00
2.063618561856185529e+00 7.215862654566369827e-02 2.019295212375668669e+00 2.058764268869003544e+00
2.063318631863185981e+00 7.214985693865996752e-02 2.019318240906149420e+00 2.058744237595185211e+00
2.063018701870186877e+00 7.214108548430601953e-02 2.019341269787042314e+00 2.058724203721487456e+00
2.062718771877187329e+00 7.213231218186984262e-02 2.019364299014483777e+00 2.058704167248096795e+00
2.062418841884188225e+00 7.212353703061927246e-02 2.019387328584588026e+00 2.058684128175173100e+00
2.062118911891189121e+00 7.211476002982193656e-02 2.019410358493506585e+00 2.058664086502886903e+00
2.061818981898189573e+00 7.210598117874521262e-02 2.019433388737361668e+00 2.058644042231383864e+00
2.061519051905190469e+00 7.209720047665635345e-02 2.019456419312318118e+00 2.058623995360861159e+00
2.061219121912190921e+00 7.208841792282233429e-02 2.019479450214499927e+00 2.058603945891475107e+00
2.060919191919191817e+00 7.207963351651003325e-02 2.019502481440070163e+00 2.058583893823406896e+00
2.060619261926192269e+00 7.207084725698600924e-02 2.019525512985181237e+00 2.058563839156805741e+00
2.060319331933193165e+00 7.206205914351672404e-02 2.019548544845981120e+00 2.058543781891865265e+00
2.060019401940193617e+00 7.205326917536836184e-02 2.019571577018635544e+00 2.058523722028754221e+00
2.059719471947194513e+00 7.204447735180698198e-02 2.019594609499312021e+00 2.058503659567644917e+00
2.059419541954195410e+00 7.203568367209836620e-02 2.019617642284175396e+00 2.058483594508704329e+00
2.059119611961195861e+00 7.202688813550814362e-02 2.019640675369390515e+00 2.058463526852127856e+00
2.058819681968196758e+00 7.201809074130176291e-02 2.019663708751139097e+00 2.058443456598086030e+00
2.058519751975197210e+00 7.200929148874439523e-02 2.019686742425593984e+00 2.058423383746745827e+00
2.058219821982198106e+00 7.200049037710110067e-02 2.019709776388938671e+00 2.058403308298315082e+00
2.057919891989198558e+00 7.199168740563668956e-02 2.019732810637361098e+00 2.058383230252930574e+00
2.057619961996199454e+00 7.198288257361579179e-02 2.019755845167049202e+00 2.058363149610825005e+00
2.057320032003199906e+00 7.197407588030282910e-02 2.019778879974195362e+00 2.058343066372142260e+00
2.057020102010200802e+00 7.196526732496201506e-02 2.019801915054981301e+00 2.058322980537093727e+00
2.056720172017201698e+00 7.195645690685739670e-02 2.019824950405625152e+00 2.058302892105842830e+00
2.056420242024202150e+00 7.194764462525278514e-02 2.019847986022322850e+00 2.058282801078590296e+00
2.056120312031203046e+00 7.193883047941182496e-02 2.019871021901273878e+00 2.058262707455508433e+00
2.055820382038203498e+00 7.193001446859791093e-02 2.019894058038693707e+00 2.058242611236803299e+00
2.055520452045204394e+00 7.192119659207432680e-02 2.019917094430801363e+00 2.058222512422654304e+00
2.055220522052204846e+00 7.191237684910405104e-02 2.019940131073802547e+00 2.058202411013247968e+00
2.054920592059205742e+00 7.190355523894995105e-02 2.019963167963920725e+00 2.058182307008776135e+00
2.054620662066206194e+00 7.189473176087464446e-02 2.019986205097379361e+00 2.058162200409450193e+00
2.054320732073207090e+00 7.188590641414059623e-02 2.020009242470407251e+00 2.058142091215431790e+00
2.054020802080207986e+00 7.187707919801000767e-02 2.020032280079236742e+00 2.058121979426944748e+00
2.053720872087208438e+00 7.186825011174492739e-02 2.020055317920094851e+00 2.058101865044156042e+00
2.053420942094209334e+00 7.185941915460720975e-02 2.020078355989229912e+00 2.058081748067289496e+00
2.053121012101209786e+00 7.185058632585847316e-02 2.020101394282871610e+00 2.058061628496520967e+00
2.052821082108210682e+00 7.184175162476016951e-02 2.020124432797265612e+00 2.058041506332063619e+00
2.052521152115211134e+00 7.183291505057354254e-02 2.020147471528670913e+00 2.058021381574112851e+00
2.052221222122212030e+00 7.182407660255966941e-02 2.020170510473332293e+00 2.058001254222860510e+00
2.051921292129212926e+00 7.181523627997934978e-02 2.020193549627500751e+00 2.057981124278509100e+00
2.051621362136213378e+00 7.180639408209325836e-02 2.020216588987438833e+00 2.057960991741277113e+00
2.051321432143214274e+00 7.179755000816184785e-02 2.020239628549408195e+00 2.057940856611359948e+00
2.051021502150214726e+00 7.178870405744534888e-02 2.020262668309673160e+00 2.057920718888956557e+00
2.050721572157215622e+00 7.177985622920385334e-02 2.020285708264505153e+00 2.057900578574272998e+00
2.050421642164216074e+00 7.177100652269718939e-02 2.020308748410171162e+00 2.057880435667522434e+00
2.050121712171216970e+00 7.176215493718503258e-02 2.020331788742950607e+00 2.057860290168914474e+00
2.049821782178217422e+00 7.175330147192682251e-02 2.020354829259127349e+00 2.057840142078646295e+00
2.049521852185218318e+00 7.174444612618186001e-02 2.020377869954972816e+00 2.057819991396931059e+00
2.049221922192219214e+00 7.173558889920919612e-02 2.020400910826785079e+00 2.057799838123971270e+00
2.048921992199219666e+00 7.172672979026765983e-02 2.020423951870843560e+00 2.057779682260015619e+00
2.048622062206220562e+00 7.171786879861596908e-02 2.020446993083448106e+00 2.057759523805243518e+00
2.048322132213221014e+00 7.170900592351257818e-02 2.020470034460892350e+00 2.057739362759866353e+00
2.048022202220221910e+00 7.170014116421576100e-02 2.020493075999479693e+00 2.057719199124116827e+00
2.047722272227222362e+00 7.169127451998359712e-02 2.020516117695507319e+00 2.057699032898204550e+00
2.047422342234223258e+00 7.168240599007397185e-02 2.020539159545290175e+00 2.057678864082351566e+00
2.047122412241223710e+00 7.167353557374456230e-02 2.020562201545125447e+00 2.057658692676755052e+00
2.046822482248224606e+00 7.166466327025285132e-02 2.020585243691343180e+00 2.057638518681669026e+00
2.046522552255225502e+00 7.165578907885612747e-02 2.020608285980252994e+00 2.057618342097276454e+00
2.046222622262225954e+00 7.164691299881147113e-02 2.020631328408172500e+00 2.057598162923827800e+00
2.045922692269226850e+00 7.163803502937579615e-02 2.020654370971427305e+00 2.057577981161532676e+00
2.045622762276227302e+00 7.162915516980578046e-02 2.020677413666349231e+00 2.057557796810602468e+00
2.045322832283228198e+00 7.162027341935793545e-02 2.020700456489266550e+00 2.057537609871296524e+00
2.045022902290228650e+00 7.161138977728853661e-02 2.020723499436507531e+00 2.057517420343808467e+00
2.044722972297229546e+00 7.160250424285372062e-02 2.020746542504423537e+00 2.057497228228374553e+00
2.044423042304229998e+00 7.159361681530937438e-02 2.020769585689346393e+00 2.057477033525229260e+00
2.044123112311230894e+00 7.158472749391123213e-02 2.020792628987619466e+00 2.057456836234591080e+00
2.043823182318231790e+00 7.157583627791477832e-02 2.020815672395598561e+00 2.057436636356685611e+00
2.043523252325232242e+00 7.156694316657533084e-02 2.020838715909623495e+00 2.057416433891766872e+00
2.043223322332233138e+00 7.155804815914802719e-02 2.020861759526055401e+00 2.057396228840042696e+00
2.042923392339233590e+00 7.154915125488778282e-02 2.020884803241259853e+00 2.057376021201752891e+00
2.042623462346234486e+00 7.154025245304931890e-02 2.020907847051583772e+00 2.057355810977139043e+00
2.042323532353234938e+00 7.153135175288716230e-02 2.020930890953406944e+00 2.057335598166437407e+00
2.042023602360235834e+00 7.152244915365565947e-02 2.020953934943089614e+00 2.057315382769868251e+00
2.041723672367236286e+00 7.151354465460892096e-02 2.020976979017006236e+00 2.057295164787685593e+00
2.041423742374237182e+00 7.150463825500093240e-02 2.021000023171525939e+00 2.057274944220115032e+00
2.041123812381238078e+00 7.149572995408540188e-02 2.021023067403038276e+00 2.057254721067399927e+00
2.040823882388238530e+00 7.148681975111587095e-02 2.021046111707921256e+00 2.057234495329780088e+00
2.040523952395239426e+00 7.147790764534571462e-02 2.021069156082551999e+00 2.057214267007504205e+00
2.040224022402239878e+00 7.146899363602805810e-02 2.021092200523328941e+00 2.057194036100812085e+00
2.039924092409240775e+00 7.146007772241588785e-02 2.021115245026647855e+00 2.057173802609945312e+00
2.039624162416241226e+00 7.145115990376195436e-02 2.021138289588893855e+00 2.057153566535140143e+00
2.039324232423242123e+00 7.144224017931882775e-02 2.021161334206464488e+00 2.057133327876652373e+00
2.039024302430243019e+00 7.143331854833888384e-02 2.021184378875775955e+00 2.057113086634725363e+00
2.038724372437243471e+00 7.142439501007426250e-02 2.021207423593224028e+00 2.057092842809607802e+00
2.038424442444244367e+00 7.141546956377697875e-02 2.021230468355224019e+00 2.057072596401550157e+00
2.038124512451244819e+00 7.140654220869879776e-02 2.021253513158177917e+00 2.057052347410795790e+00
2.037824582458245715e+00 7.139761294409130432e-02 2.021276557998514356e+00 2.057032095837621810e+00
2.037524652465246167e+00 7.138868176920590281e-02 2.021299602872636214e+00 2.057011841682234277e+00
2.037224722472247063e+00 7.137974868329377554e-02 2.021322647776989001e+00 2.056991584944928064e+00
2.036924792479247515e+00 7.137081368560591055e-02 2.021345692707981812e+00 2.056971325625930547e+00
2.036624862486248411e+00 7.136187677539314322e-02 2.021368737662050385e+00 2.056951063725513507e+00
2.036324932493249307e+00 7.135293795190605914e-02 2.021391782635626022e+00 2.056930799243923857e+00
2.036025002500249759e+00 7.134399721439506348e-02 2.021414827625144461e+00 2.056910532181431606e+00
2.035725072507250655e+00 7.133505456211039486e-02 2.021437872627045884e+00 2.056890262538276559e+00
2.035425142514251107e+00 7.132610999430205601e-02 2.021460917637776689e+00 2.056869990314728724e+00
2.035125212521252003e+00 7.131716351021989697e-02 2.021483962653775279e+00 2.056849715511052779e+00
2.034825282528252455e+00 7.130821510911350414e-02 2.021507007671493383e+00 2.056829438127509846e+00
2.034525352535253351e+00 7.129926479023236674e-02 2.021530052687387169e+00 2.056809158164357498e+00
2.034225422542253803e+00 7.129031255282568258e-02 2.021553097697917245e+00 2.056788875621862189e+00
2.033925492549254699e+00 7.128135839614252456e-02 2.021576142699531786e+00 2.056768590500288596e+00
2.033625562556255595e+00 7.127240231943174353e-02 2.021599187688699395e+00 2.056748302799899619e+00
2.033325632563256047e+00 7.126344432194195444e-02 2.021622232661893115e+00 2.056728012520968818e+00
2.033025702570256943e+00 7.125448440292167507e-02 2.021645277615574443e+00 2.056707719663764422e+00
2.032725772577257395e+00 7.124552256161911790e-02 2.021668322546216423e+00 2.056687424228558214e+00
2.032425842584258291e+00 7.123655879728241214e-02 2.021691367450300092e+00 2.056667126215598884e+00
2.032125912591258743e+00 7.122759310915936781e-02 2.021714412324300270e+00 2.056646825625188413e+00
2.031825982598259639e+00 7.121862549649771168e-02 2.021737457164698881e+00 2.056626522457584372e+00
2.031526052605260091e+00 7.120965595854490682e-02 2.021760501967990287e+00 2.056606216713062096e+00
2.031226122612260987e+00 7.120068449454827753e-02 2.021783546730657299e+00 2.056585908391893369e+00
2.030926192619261883e+00 7.119171110375488443e-02 2.021806591449200496e+00 2.056565597494360631e+00
2.030626262626262335e+00 7.118273578541163549e-02 2.021829636120108020e+00 2.056545284020739217e+00
2.030326332633263231e+00 7.117375853876527214e-02 2.021852680739876895e+00 2.056524967971302686e+00
2.030026402640263683e+00 7.116477936306225827e-02 2.021875725305022797e+00 2.056504649346337033e+00
2.029726472647264579e+00 7.115579825754896059e-02 2.021898769812045416e+00 2.056484328146108709e+00
2.029426542654265031e+00 7.114681522147148218e-02 2.021921814257448879e+00 2.056464004370925025e+00
2.029126612661265927e+00 7.113783025407574567e-02 2.021944858637751530e+00 2.056443678021054211e+00
2.028826682668266823e+00 7.112884335460752105e-02 2.021967902949470819e+00 2.056423349096775155e+00
2.028526752675267275e+00 7.111985452231231464e-02 2.021990947189125976e+00 2.056403017598370297e+00
2.028226822682268171e+00 7.111086375643549395e-02 2.022013991353238005e+00 2.056382683526143396e+00
2.027926892689268623e+00 7.110187105622220449e-02 2.022037035438331465e+00 2.056362346880362679e+00
2.027626962696269519e+00 7.109287642091743908e-02 2.022060079440936242e+00 2.056342007661321247e+00
2.027327032703269971e+00 7.108387984976591301e-02 2.022083123357593770e+00 2.056321665869321080e+00
2.027027102710270867e+00 7.107488134201225827e-02 2.022106167184829495e+00 2.056301321504632185e+00
2.026727172717271319e+00 7.106588089690080157e-02 2.022129210919186626e+00 2.056280974567567199e+00
2.026427242724272215e+00 7.105687851367577246e-02 2.022152254557208373e+00 2.056260625058401459e+00
2.026127312731273111e+00 7.104787419158115069e-02 2.022175298095437945e+00 2.056240272977428063e+00
2.025827382738273563e+00 7.103886792986070786e-02 2.022198341530427435e+00 2.056219918324954321e+00
2.025527452745274459e+00 7.102985972775809065e-02 2.022221384858728932e+00 2.056199561101276885e+00
2.025227522752274911e+00 7.102084958451668206e-02 2.022244428076895417e+00 2.056179201306672866e+00
2.024927592759275807e+00 7.101183749937972634e-02 2.022267471181490528e+00 2.056158838941467337e+00
2.024627662766276259e+00 7.100282347159023177e-02 2.022290514169074349e+00 2.056138474005942740e+00
2.024327732773277155e+00 7.099380750039104016e-02 2.022313557036208742e+00 2.056118106500401055e+00
2.024027802780277607e+00 7.098478958502478509e-02 2.022336599779475996e+00 2.056097736425135381e+00
2.023727872787278503e+00 7.097576972473391976e-02 2.022359642395435309e+00 2.056077363780470790e+00
2.023427942794279399e+00 7.096674791876070310e-02 2.022382684880663639e+00 2.056056988566686172e+00
2.023128012801279851e+00 7.095772416634717195e-02 2.022405727231741501e+00 2.056036610784106600e+00
2.022828082808280747e+00 7.094869846673521052e-02 2.022428769445253849e+00 2.056016230433026948e+00
2.022528152815281199e+00 7.093967081916649486e-02 2.022451811517777642e+00 2.055995847513756303e+00
2.022228222822282095e+00 7.093064122288252060e-02 2.022474853445912046e+00 2.055975462026603751e+00
2.021928292829282547e+00 7.092160967712454744e-02 2.022497895226244680e+00 2.055955073971885483e+00
2.021628362836283443e+00 7.091257618113369632e-02 2.022520936855370266e+00 2.055934683349898151e+00
2.021328432843283895e+00 7.090354073415083835e-02 2.022543978329885306e+00 2.055914290160959723e+00
2.021028502850284791e+00 7.089450333541673366e-02 2.022567019646393405e+00 2.055893894405381062e+00
2.020728572857285688e+00 7.088546398417187866e-02 2.022590060801496392e+00 2.055873496083474805e+00
2.020428642864286140e+00 7.087642267965658938e-02 2.022613101791809420e+00 2.055853095195566027e+00
2.020128712871287036e+00 7.086737942111101529e-02 2.022636142613936983e+00 2.055832691741958484e+00
2.019828782878287488e+00 7.085833420777509772e-02 2.022659183264496008e+00 2.055812285722973698e+00
2.019528852885288384e+00 7.084928703888858370e-02 2.022682223740105201e+00 2.055791877138931412e+00
2.019228922892288836e+00 7.084023791369101208e-02 2.022705264037384154e+00 2.055771465990154923e+00
2.018928992899289732e+00 7.083118683142179683e-02 2.022728304152956902e+00 2.055751052276953317e+00
2.018629062906290628e+00 7.082213379132007436e-02 2.022751344083453695e+00 2.055730635999656997e+00
2.018329132913291080e+00 7.081307879262482841e-02 2.022774383825501232e+00 2.055710217158585706e+00
2.018029202920291976e+00 7.080402183457486232e-02 2.022797423375735981e+00 2.055689795754062743e+00
2.017729272927292428e+00 7.079496291640875738e-02 2.022820462730796187e+00 2.055669371786413180e+00
2.017429342934293324e+00 7.078590203736494224e-02 2.022843501887324535e+00 2.055648945255962090e+00
2.017129412941293776e+00 7.077683919668162349e-02 2.022866540841957494e+00 2.055628516163043429e+00
2.016829482948294672e+00 7.076777439359682731e-02 2.022889579591348408e+00 2.055608084507984046e+00
2.016529552955295124e+00 7.075870762734835784e-02 2.022912618132142626e+00 2.055587650291101909e+00
2.016229622962296020e+00 7.074963889717389431e-02 2.022935656460997933e+00 2.055567213512738078e+00
2.015929692969296916e+00 7.074056820231088005e-02 2.022958694574567673e+00 2.055546774173226510e+00
2.015629762976297368e+00 7.073149554199655020e-02 2.022981732469515848e+00 2.055526332272892276e+00
2.015329832983298264e+00 7.072242091546798726e-02 2.023004770142501130e+00 2.055505887812083543e+00
2.015029902990298716e+00 7.071334432196206554e-02 2.023027807590187521e+00 2.055485440791114726e+00
2.014729972997299612e+00 7.070426576071546509e-02 2.023050844809254123e+00 2.055464991210332215e+00
2.014430043004300064e+00 7.069518523096467166e-02 2.023073881796367601e+00 2.055444539070084176e+00
2.014130113011300960e+00 7.068610273194601834e-02 2.023096918548199064e+00 2.055424084370695681e+00
2.013830183018301412e+00 7.067701826289557454e-02 2.023119955061438269e+00 2.055403627112502463e+00
2.013530253025302308e+00 7.066793182304928478e-02 2.023142991332758100e+00 2.055383167295854463e+00
2.013230323032303204e+00 7.065884341164288540e-02 2.023166027358848318e+00 2.055362704921094519e+00
2.012930393039303656e+00 7.064975302791187683e-02 2.023189063136394239e+00 2.055342239988574349e+00
2.012630463046304552e+00 7.064066067109164848e-02 2.023212098662099834e+00 2.055321772498610144e+00
2.012330533053305004e+00 7.063156634041733994e-02 2.023235133932645091e+00 2.055301302451564283e+00
2.012030603060305900e+00 7.062247003512392429e-02 2.023258168944733093e+00 2.055280829847802693e+00
2.011730673067306352e+00 7.061337175444616643e-02 2.023281203695071362e+00 2.055260354687636237e+00
2.011430743074307248e+00 7.060427149761866472e-02 2.023304238180361203e+00 2.055239876971445057e+00
2.011130813081307700e+00 7.059516926387580937e-02 2.023327272397302146e+00 2.055219396699564882e+00
2.010830883088308596e+00 7.058606505245181018e-02 2.023350306342613258e+00 2.055198913872340327e+00
2.010530953095309492e+00 7.057695886258068263e-02 2.023373340013008281e+00 2.055178428490139098e+00
2.010231023102309944e+00 7.056785069349623407e-02 2.023396373405210724e+00 2.055157940553302254e+00
2.009931093109310840e+00 7.055874054443211918e-02 2.023419406515927221e+00 2.055137450062202831e+00
2.009631163116311292e+00 7.054962841462177059e-02 2.023442439341891941e+00 2.055116957017181889e+00
2.009331233123312188e+00 7.054051430329846828e-02 2.023465471879828392e+00 2.055096461418582265e+00
2.009031303130312640e+00 7.053139820969522855e-02 2.023488504126466303e+00 2.055075963266780548e+00
2.008731373137313536e+00 7.052228013304498444e-02 2.023511536078536288e+00 2.055055462562149771e+00
2.008431443144314432e+00 7.051316007258037755e-02 2.023534567732782286e+00 2.055034959305025666e+00
2.008131513151314884e+00 7.050403802753391069e-02 2.023557599085940240e+00 2.055014453495775939e+00
2.007831583158315780e+00 7.049491399713792017e-02 2.023580630134751424e+00 2.054993945134771849e+00
2.007531653165316232e+00 7.048578798062449247e-02 2.023603660875965993e+00 2.054973434222381101e+00
2.007231723172317128e+00 7.047665997722556142e-02 2.023626691306328773e+00 2.054952920758942980e+00
2.006931793179317580e+00 7.046752998617286656e-02 2.023649721422587255e+00 2.054932404744848284e+00
2.006631863186318476e+00 7.045839800669796704e-02 2.023672751221511135e+00 2.054911886180454061e+00
2.006331933193318928e+00 7.044926403803219994e-02 2.023695780699845237e+00 2.054891365066144004e+00
2.006032003200319824e+00 7.044012807940677745e-02 2.023718809854355705e+00 2.054870841402262727e+00
2.005732073207320720e+00 7.043099013005263420e-02 2.023741838681817562e+00 2.054850315189195697e+00
2.005432143214321172e+00 7.042185018920057993e-02 2.023764867178980076e+00 2.054829786427321281e+00
2.005132213221322068e+00 7.041270825608123007e-02 2.023787895342630705e+00 2.054809255116989419e+00
2.004832283228322520e+00 7.040356432992497804e-02 2.023810923169531151e+00 2.054788721258608675e+00
2.004532353235323416e+00 7.039441840996207844e-02 2.023833950656469760e+00 2.054768184852521884e+00
2.004232423242323868e+00 7.038527049542253611e-02 2.023856977800222445e+00 2.054747645899130504e+00
2.003932493249324764e+00 7.037612058553621708e-02 2.023880004597574001e+00 2.054727104398798687e+00
2.003632563256325216e+00 7.036696867953276535e-02 2.023903031045306555e+00 2.054706560351904798e+00
2.003332633263326112e+00 7.035781477664168615e-02 2.023926057140216450e+00 2.054686013758837859e+00
2.003032703270327008e+00 7.034865887609223489e-02 2.023949082879090255e+00 2.054665464619978010e+00
2.002732773277327460e+00 7.033950097711351435e-02 2.023972108258733194e+00 2.054644912935707168e+00
2.002432843284328357e+00 7.033034107893443299e-02 2.023995133275939828e+00 2.054624358706400145e+00
2.002132913291328808e+00 7.032117918078369112e-02 2.024018157927509165e+00 2.054603801932454843e+00
2.001832983298329705e+00 7.031201528188985028e-02 2.024041182210255307e+00 2.054583242614249627e+00
2.001533053305330156e+00 7.030284938148120832e-02 2.024064206120968379e+00 2.054562680752177073e+00
2.001233123312331053e+00 7.029368147878596595e-02 2.024087229656490905e+00 2.054542116346622649e+00
2.000933193319331949e+00 7.028451157303207408e-02 2.024110252813607680e+00 2.054521549397973601e+00
2.000633263326332401e+00 7.027533966344728933e-02 2.024133275589156788e+00 2.054500979906627833e+00
2.000333333333333297e+00 7.026616574925922953e-02 2.024156297979953223e+00 2.054480407872972592e+00
2.000033403340333749e+00 7.025698982969527662e-02 2.024179319982817304e+00 2.054459833297400451e+00
