# z	phi[M_Pl]	V[Mpl^4_nat]	V(z)_nat
2.582197519751975090e+00 8.511323037445082951e-02 1.985020556745670905e+00 2.089657346836215623e+00
2.581897589758975542e+00 8.510673720059631908e-02 1.985033082750527811e+00 2.089641430423107238e+00
2.581597659765976438e+00 8.510024314047984206e-02 1.985045623638215684e+00 2.089625512098709947e+00
2.581297729772976890e+00 8.509374819371161303e-02 1.985058179393973443e+00 2.089609591862309657e+00
2.580997799779977786e+00 8.508725235990166613e-02 1.985070750003036455e+00 2.089593669713185164e+00
2.580697869786978238e+00 8.508075563865986901e-02 1.985083335450665842e+00 2.089577745650576190e+00
2.580397939793979134e+00 8.507425802959595051e-02 1.985095935722118288e+00 2.089561819673811272e+00
2.580098009800980030e+00 8.506775953231940357e-02 1.985108550802668237e+00 2.089545891782119469e+00
2.579798079807980482e+00 8.506126014643961009e-02 1.985121180677603459e+00 2.089529961974790240e+00
2.579498149814981378e+00 8.505475987156574380e-02 1.985133825332210389e+00 2.089514030251113041e+00
2.579198219821981830e+00 8.504825870730683968e-02 1.985146484751794560e+00 2.089498096610327593e+00
2.578898289828982726e+00 8.504175665327171063e-02 1.985159158921666389e+00 2.089482161051737563e+00
2.578598359835983178e+00 8.503525370906905856e-02 1.985171847827150948e+00 2.089466223574611092e+00
2.578298429842984074e+00 8.502874987430739107e-02 1.985184551453581747e+00 2.089450284178216322e+00
2.577998499849984970e+00 8.502224514859500759e-02 1.985197269786298957e+00 2.089434342861835603e+00
2.577698569856985422e+00 8.501573953154008267e-02 1.985210002810655627e+00 2.089418399624737077e+00
2.577398639863986318e+00 8.500923302275062432e-02 1.985222750512016798e+00 2.089402454466199544e+00
2.577098709870986770e+00 8.500272562183441849e-02 1.985235512875755060e+00 2.089386507385505354e+00
2.576798779877987666e+00 8.499621732839912625e-02 1.985248289887246553e+00 2.089370558381922649e+00
2.576498849884988118e+00 8.498970814205220048e-02 1.985261081531888294e+00 2.089354607454733781e+00
2.576198919891989014e+00 8.498319806240098306e-02 1.985273887795085734e+00 2.089338654603199785e+00
2.575898989898989466e+00 8.497668708905256607e-02 1.985286708662244770e+00 2.089322699826617225e+00
2.575599059905990362e+00 8.497017522161394443e-02 1.985299544118789949e+00 2.089306743124257792e+00
2.575299129912991258e+00 8.496366245969186326e-02 1.985312394150151150e+00 2.089290784495382525e+00
2.574999199919991710e+00 8.495714880289295667e-02 1.985325258741776011e+00 2.089274823939295089e+00
2.574699269926992606e+00 8.495063425082367836e-02 1.985338137879109954e+00 2.089258861455245864e+00
2.574399339933993058e+00 8.494411880309027385e-02 1.985351031547617495e+00 2.089242897042531411e+00
2.574099409940993954e+00 8.493760245929887764e-02 1.985363939732768035e+00 2.089226930700426976e+00
2.573799479947994406e+00 8.493108521905537445e-02 1.985376862420045185e+00 2.089210962428190044e+00
2.573499549954995302e+00 8.492456708196555182e-02 1.985389799594941440e+00 2.089194992225127834e+00
2.573199619961995754e+00 8.491804804763496139e-02 1.985402751242951958e+00 2.089179020090512040e+00
2.572899689968996650e+00 8.491152811566905767e-02 1.985415717349591880e+00 2.089163046023600145e+00
2.572599759975997546e+00 8.490500728567304534e-02 1.985428697900381234e+00 2.089147070023681607e+00
2.572299829982997998e+00 8.489848555725199031e-02 1.985441692880851594e+00 2.089131092090045883e+00
2.571999899989998895e+00 8.489196293001080584e-02 1.985454702276540306e+00 2.089115112221961112e+00
2.571699969996999346e+00 8.488543940355418316e-02 1.985467726073001149e+00 2.089099130418727412e+00
2.571400040004000243e+00 8.487891497748671632e-02 1.985480764255793229e+00 2.089083146679577396e+00
2.571100110011000694e+00 8.487238965141272184e-02 1.985493816810482315e+00 2.089067161003839601e+00
2.570800180018001591e+00 8.486586342493646073e-02 1.985506883722656379e+00 2.089051173390757299e+00
2.570500250025002043e+00 8.485933629766193032e-02 1.985519964977892737e+00 2.089035183839641263e+00
2.570200320032002939e+00 8.485280826919300301e-02 1.985533060561802010e+00 2.089019192349748977e+00
2.569900390039003835e+00 8.484627933913337083e-02 1.985546170459988602e+00 2.089003198920377002e+00
2.569600460046004287e+00 8.483974950708651763e-02 1.985559294658068907e+00 2.088987203550782823e+00
2.569300530053005183e+00 8.483321877265581623e-02 1.985572433141678417e+00 2.088971206240273659e+00
2.569000600060005635e+00 8.482668713544441741e-02 1.985585585896445959e+00 2.088955206988110547e+00
2.568700670067006531e+00 8.482015459505533317e-02 1.985598752908029230e+00 2.088939205793582943e+00
2.568400740074006983e+00 8.481362115109135347e-02 1.985611934162081926e+00 2.088923202655976752e+00
2.568100810081007879e+00 8.480708680315515724e-02 1.985625129644269293e+00 2.088907197574563668e+00
2.567800880088008775e+00 8.480055155084921525e-02 1.985638339340273895e+00 2.088891190548629595e+00
2.567500950095009227e+00 8.479401539377581787e-02 1.985651563235778738e+00 2.088875181577460438e+00
2.567201020102010123e+00 8.478747833153710278e-02 1.985664801316482375e+00 2.088859170660331444e+00
2.566901090109010575e+00 8.478094036373502729e-02 1.985678053568092682e+00 2.088843157796514305e+00
2.566601160116011471e+00 8.477440148997138214e-02 1.985691319976322422e+00 2.088827142985326901e+00
2.566301230123011923e+00 8.476786170984776381e-02 1.985704600526903008e+00 2.088811126226019610e+00
2.566001300130012819e+00 8.476132102296562998e-02 1.985717895205564076e+00 2.088795107517878336e+00
2.565701370137013271e+00 8.475477942892620242e-02 1.985731203998057026e+00 2.088779086860188983e+00
2.565401440144014167e+00 8.474823692733063352e-02 1.985744526890134143e+00 2.088763064252255219e+00
2.565101510151015063e+00 8.474169351777979808e-02 1.985757863867561035e+00 2.088747039693330976e+00
2.564801580158015515e+00 8.473514919987444605e-02 1.985771214916112637e+00 2.088731013182712815e+00
2.564501650165016411e+00 8.472860397321514692e-02 1.985784580021573209e+00 2.088714984719675982e+00
2.564201720172016863e+00 8.472205783740230367e-02 1.985797959169734561e+00 2.088698954303520594e+00
2.563901790179017759e+00 8.471551079203615275e-02 1.985811352346404934e+00 2.088682921933521897e+00
2.563601860186018211e+00 8.470896283671670857e-02 1.985824759537395234e+00 2.088666887608958689e+00
2.563301930193019107e+00 8.470241397104388836e-02 1.985838180728525693e+00 2.088650851329120428e+00
2.563002000200019559e+00 8.469586419461735960e-02 1.985851615905633416e+00 2.088634813093303677e+00
2.562702070207020455e+00 8.468931350703666483e-02 1.985865065054561729e+00 2.088618772900783682e+00
2.562402140214021351e+00 8.468276190790116620e-02 1.985878528161156620e+00 2.088602730750821479e+00
2.562102210221021803e+00 8.467620939681003156e-02 1.985892005211290723e+00 2.088586686642745605e+00
2.561802280228022699e+00 8.466965597336227611e-02 1.985905496190823349e+00 2.088570640575806436e+00
2.561502350235023151e+00 8.466310163715672077e-02 1.985919001085639568e+00 2.088554592549311195e+00
2.561202420242024047e+00 8.465654638779203378e-02 1.985932519881633773e+00 2.088538542562538680e+00
2.560902490249024499e+00 8.464999022486670299e-02 1.985946052564703024e+00 2.088522490614774796e+00
2.560602560256025395e+00 8.464343314797903584e-02 1.985959599120760366e+00 2.088506436705291236e+00
2.560302630263025847e+00 8.463687515672715933e-02 1.985973159535719290e+00 2.088490380833409432e+00
2.560002700270026743e+00 8.463031625070906172e-02 1.985986733795512826e+00 2.088474322998379762e+00
2.559702770277027639e+00 8.462375642952250920e-02 1.986000321886080666e+00 2.088458263199512999e+00
2.559402840284028091e+00 8.461719569276510144e-02 1.986013923793372715e+00 2.088442201436084389e+00
2.559102910291028987e+00 8.461063404003432709e-02 1.986027539503339323e+00 2.088426137707379837e+00
2.558802980298029439e+00 8.460407147092739721e-02 1.986041169001958373e+00 2.088410072012695906e+00
2.558503050305030335e+00 8.459750798504142577e-02 1.986054812275197090e+00 2.088394004351314948e+00
2.558203120312030787e+00 8.459094358197333241e-02 1.986068469309051565e+00 2.088377934722526419e+00
2.557903190319031683e+00 8.458437826131987025e-02 1.986082140089507231e+00 2.088361863125612672e+00
2.557603260326032579e+00 8.457781202267758425e-02 1.986095824602583271e+00 2.088345789559870269e+00
2.557303330333033031e+00 8.457124486564286669e-02 1.986109522834282437e+00 2.088329714024595773e+00
2.557003400340033927e+00 8.456467678981194336e-02 1.986123234770635460e+00 2.088313636519064431e+00
2.556703470347034379e+00 8.455810779478085959e-02 1.986136960397679729e+00 2.088297557042551489e+00
2.556403540354035275e+00 8.455153788014548033e-02 1.986150699701453526e+00 2.088281475594367720e+00
2.556103610361035727e+00 8.454496704550149011e-02 1.986164452668014668e+00 2.088265392173791923e+00
2.555803680368036623e+00 8.453839529044443468e-02 1.986178219283423196e+00 2.088249306780117109e+00
2.555503750375037075e+00 8.453182261456962387e-02 1.986191999533756025e+00 2.088233219412636288e+00
2.555203820382037971e+00 8.452524901747225650e-02 1.986205793405092290e+00 2.088217130070631811e+00
2.554903890389038867e+00 8.451867449874730931e-02 1.986219600883522673e+00 2.088201038753403793e+00
2.554603960396039319e+00 8.451209905798959254e-02 1.986233421955154288e+00 2.088184945460234587e+00
2.554304030403040215e+00 8.450552269479377765e-02 1.986247256606090694e+00 2.088168850190424308e+00
2.554004100410040667e+00 8.449894540875431403e-02 1.986261104822455437e+00 2.088152752943244650e+00
2.553704170417041563e+00 8.449236719946549845e-02 1.986274966590377389e+00 2.088136653718002833e+00
2.553404240424042015e+00 8.448578806652143336e-02 1.986288841896000967e+00 2.088120552513995420e+00
2.553104310431042911e+00 8.447920800951609632e-02 1.986302730725466592e+00 2.088104449330494106e+00
2.552804380438043363e+00 8.447262702804322898e-02 1.986316633064937776e+00 2.088088344166795451e+00
2.552504450445044260e+00 8.446604512169643419e-02 1.986330548900582915e+00 2.088072237022199573e+00
2.552204520452045156e+00 8.445946229006912054e-02 1.986344478218576626e+00 2.088056127895985270e+00
2.551904590459045608e+00 8.445287853275453005e-02 1.986358421005105512e+00 2.088040016787466868e+00
2.551604660466046504e+00 8.444629384934573824e-02 1.986372377246366838e+00 2.088023903695916061e+00
2.551304730473046956e+00 8.443970823943562631e-02 1.986386346928566304e+00 2.088007788620629412e+00
2.551004800480047852e+00 8.443312170261692284e-02 1.986400330037918049e+00 2.087991671560907037e+00
2.550704870487048304e+00 8.442653423848213434e-02 1.986414326560647314e+00 2.087975552516034838e+00
2.550404940494049200e+00 8.441994584662367018e-02 1.986428336482987334e+00 2.087959431485305828e+00
2.550105010501049652e+00 8.441335652663367606e-02 1.986442359791183776e+00 2.087943308468023673e+00
2.549805080508050548e+00 8.440676627810420052e-02 1.986456396471487640e+00 2.087927183463467173e+00
2.549505150515051444e+00 8.440017510062705619e-02 1.986470446510158361e+00 2.087911056470943549e+00
2.549205220522051896e+00 8.439358299379390305e-02 1.986484509893474026e+00 2.087894927489742258e+00
2.548905290529052792e+00 8.438698995719623452e-02 1.986498586607711392e+00 2.087878796519149205e+00
2.548605360536053244e+00 8.438039599042533589e-02 1.986512676639161423e+00 2.087862663558460952e+00
2.548305430543054140e+00 8.437380109307238141e-02 1.986526779974124413e+00 2.087846528606977614e+00
2.548005500550054592e+00 8.436720526472829551e-02 1.986540896598907313e+00 2.087830391664009966e+00
2.547705570557055488e+00 8.436060850498387775e-02 1.986555026499836174e+00 2.087814252728811937e+00
2.547405640564056384e+00 8.435401081342971952e-02 1.986569169663229495e+00 2.087798111800708512e+00
2.547105710571056836e+00 8.434741218965623177e-02 1.986583326075429756e+00 2.087781968878989147e+00
2.546805780578057732e+00 8.434081263325371447e-02 1.986597495722785656e+00 2.087765823962957512e+00
2.546505850585058184e+00 8.433421214381219000e-02 1.986611678591647667e+00 2.087749677051903063e+00
2.546205920592059080e+00 8.432761072092159749e-02 1.986625874668387581e+00 2.087733528145108153e+00
2.545905990599059532e+00 8.432100836417162626e-02 1.986640083939375412e+00 2.087717377241876449e+00
2.545606060606060428e+00 8.431440507315185462e-02 1.986654306390998492e+00 2.087701224341518724e+00
2.545306130613060880e+00 8.430780084745162495e-02 1.986668542009648597e+00 2.087685069443324437e+00
2.545006200620061776e+00 8.430119568666015473e-02 1.986682790781730823e+00 2.087668912546579492e+00
2.544706270627062672e+00 8.429458959036645327e-02 1.986697052693652044e+00 2.087652753650587556e+00
2.544406340634063124e+00 8.428798255815933560e-02 1.986711327731841337e+00 2.087636592754662956e+00
2.544106410641064020e+00 8.428137458962750572e-02 1.986725615882723783e+00 2.087620429858063176e+00
2.543806480648064472e+00 8.427476568435941784e-02 1.986739917132746225e+00 2.087604264960123857e+00
2.543506550655065368e+00 8.426815584194340125e-02 1.986754231468352394e+00 2.087588098060138009e+00
2.543206620662065820e+00 8.426154506196757710e-02 1.986768558876002011e+00 2.087571929157384432e+00
2.542906690669066716e+00 8.425493334401991385e-02 1.986782899342165454e+00 2.087555758251170346e+00
2.542606760676067168e+00 8.424832068768817184e-02 1.986797252853319762e+00 2.087539585340810078e+00
2.542306830683068064e+00 8.424170709255998646e-02 1.986811619395949080e+00 2.087523410425564663e+00
2.542006900690068960e+00 8.423509255822274333e-02 1.986825998956550432e+00 2.087507233504776849e+00
2.541706970697069412e+00 8.422847708426371705e-02 1.986840391521633720e+00 2.087491054577711225e+00
2.541407040704070308e+00 8.422186067026997403e-02 1.986854797077707957e+00 2.087474873643692774e+00
2.541107110711070760e+00 8.421524331582840028e-02 1.986869215611301698e+00 2.087458690702003850e+00
2.540807180718071656e+00 8.420862502052572918e-02 1.986883647108946604e+00 2.087442505751962329e+00
2.540507250725072108e+00 8.420200578394847202e-02 1.986898091557182777e+00 2.087426318792847013e+00
2.540207320732073004e+00 8.419538560568302910e-02 1.986912548942565859e+00 2.087410129823965121e+00
2.539907390739073456e+00 8.418876448531555090e-02 1.986927019251651494e+00 2.087393938844630981e+00
2.539607460746074352e+00 8.418214242243207690e-02 1.986941502471015308e+00 2.087377745854130495e+00
2.539307530753075248e+00 8.417551941661842452e-02 1.986955998587236483e+00 2.087361550851767333e+00
2.539007600760075700e+00 8.416889546746024464e-02 1.986970507586898638e+00 2.087345353836827400e+00
2.538707670767076596e+00 8.416227057454300775e-02 1.986985029456604046e+00 2.087329154808649889e+00
2.538407740774077048e+00 8.415564473745201779e-02 1.986999564182962530e+00 2.087312953766506496e+00
2.538107810781077944e+00 8.414901795577239829e-02 1.987014111752583023e+00 2.087296750709711546e+00
2.537807880788078396e+00 8.414239022908909238e-02 1.987028672152096220e+00 2.087280545637558049e+00
2.537507950795079292e+00 8.413576155698686276e-02 1.987043245368135924e+00 2.087264338549356779e+00
2.537208020802079744e+00 8.412913193905029174e-02 1.987057831387346596e+00 2.087248129444404299e+00
2.536908090809080640e+00 8.412250137486380897e-02 1.987072430196381134e+00 2.087231918322000723e+00
2.536608160816081536e+00 8.411586986401162203e-02 1.987087041781902652e+00 2.087215705181467484e+00
2.536308230823081988e+00 8.410923740607779975e-02 1.987101666130585809e+00 2.087199490022076276e+00
2.536008300830082884e+00 8.410260400064621666e-02 1.987116303229104819e+00 2.087183272843152082e+00
2.535708370837083336e+00 8.409596964730056690e-02 1.987130953064151662e+00 2.087167053644012782e+00
2.535408440844084232e+00 8.408933434562437803e-02 1.987145615622428974e+00 2.087150832423926516e+00
2.535108510851084684e+00 8.408269809520096949e-02 1.987160290890641612e+00 2.087134609182225375e+00
2.534808580858085580e+00 8.407606089561354967e-02 1.987174978855510421e+00 2.087118383918195264e+00
2.534508650865086477e+00 8.406942274644507718e-02 1.987189679503761131e+00 2.087102156631146954e+00
